"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         184,      -6.162660654,      -6.170259921,      -6.197543768,      -5.395044293,       -10.6815898
          0,           0,         185,      -6.160656182,      -6.158882944,      -6.179921286,       -5.39398679,      -10.67312878
          0,           0,         186,      -6.157717784,      -6.147315329,       -6.16306804,      -5.392160555,      -10.66489112
          0,           0,         187,      -6.154587782,      -6.135644386,      -6.146986791,      -5.389981387,      -10.65693066
          0,           0,         188,       -6.15188764,      -6.123676181,      -6.131660215,      -5.387930531,       -10.6494019
          0,           0,         189,      -6.149558512,      -6.111336096,      -6.117100676,      -5.386022596,      -10.64233644
          0,           0,         190,      -6.147513803,      -6.098708345,      -6.103304278,      -5.384236181,      -10.63557539
          0,           0,         191,       -6.14560217,      -6.085951819,      -6.090266874,      -5.382493167,      -10.62906061
          0,           0,         192,      -6.143764462,      -6.073236929,        -6.0779833,      -5.380762921,      -10.62279039
          0,           0,         193,      -6.141883558,       -6.06070344,       -6.06643526,      -5.378977244,      -10.61691609
          0,           0,         194,      -6.139951109,      -6.048480434,      -6.055608557,      -5.377166059,      -10.61143748
          0,           0,         195,       -6.13772619,       -6.03674647,      -6.045477088,       -5.37536193,      -10.60629757
          0,           0,         196,      -6.133607556,      -6.025837247,      -6.036096164,      -5.372026052,      -10.60139169
          0,           0,         197,      -6.130477332,      -6.015471584,      -6.027367623,      -5.369139063,       -10.5966703
          0,           0,         198,      -6.128811979,      -6.005198947,      -6.019261604,      -5.367213455,      -10.59213148
          0,           0,         199,      -6.127937025,      -5.995002484,      -6.011768673,      -5.365866924,       -10.5878821
          0,           0,         200,      -6.127511873,      -5.985061967,      -6.004874102,      -5.364894548,      -10.58391608
          0,           0,         201,      -6.127226663,       -5.97554178,      -5.998562542,      -5.364076542,      -10.58026386
          0,           0,         202,      -6.126996415,      -5.966554106,      -5.992812481,      -5.363369895,      -10.57684683
          0,           0,         203,      -6.126834509,      -5.958214093,      -5.987602502,      -5.362991903,      -10.57359373
          0,           0,         204,      -6.124052156,       -5.95081534,      -5.982988585,      -5.360771943,      -10.57046121
          0,           0,         205,      -6.121802271,      -5.944218978,      -5.978927013,      -5.358586782,      -10.56742487
          0,           0,         206,        -6.1217079,      -5.937839119,      -5.975354773,      -5.357791427,      -10.56449164
          0,           0,         207,      -6.122832122,      -5.931538949,      -5.972285141,      -5.357892345,      -10.56170482
          0,           0,         208,      -6.124529706,      -5.925488811,      -5.969725048,      -5.358482334,      -10.55904788
          0,           0,         209,      -6.126382556,       -5.91986337,      -5.967677109,      -5.359260379,      -10.55651089
          0,           0,         210,      -6.128315204,      -5.914779182,      -5.966135799,      -5.360226926,      -10.55406953
          0,           0,         211,      -6.129240748,      -5.910412379,      -5.965124709,      -5.360861292,      -10.55165277
          0,           0,         212,      -6.127596383,      -5.906993333,      -5.964725939,      -5.359434909,       -10.5492127
          0,           0,         213,      -6.128069332,      -5.904097635,      -5.964821584,      -5.359138834,      -10.54669802
          0,           0,         214,      -6.130691547,      -5.901242143,      -5.965405183,      -5.360274777,      -10.54408626
          0,           0,         215,      -6.134372299,      -5.898486013,      -5.966496944,      -5.362224383,      -10.54140887
          0,           0,         216,      -6.138355839,      -5.896041042,      -5.968109575,      -5.364490623,      -10.53868099
          0,           0,         217,      -6.142444632,      -5.894069518,      -5.970240524,       -5.36696823,      -10.53594102
          0,           0,         218,      -6.146268868,      -5.892728965,      -5.972903127,      -5.369654282,      -10.53317287
          0,           0,         219,      -6.146539888,      -5.892283463,      -5.976186701,      -5.369936833,      -10.53034824
          0,           0,         220,      -6.147919212,      -5.892543839,      -5.980006088,      -5.370568233,      -10.52743993
          0,           0,         221,      -6.152148092,      -5.892931916,      -5.984281374,      -5.372993825,      -10.52441204
          0,           0,         222,      -6.157916229,      -5.893355279,      -5.989039159,       -5.37655203,      -10.52128506
          0,           0,         223,      -6.164266303,      -5.894031527,       -5.99429962,      -5.380662264,      -10.51814291
          0,           0,         224,      -6.170752991,      -5.895141669,      -6.000063769,      -5.385056132,      -10.51507069
          0,           0,         225,       -6.17748343,      -5.896840531,      -6.006333135,      -5.390014434,      -10.51211559
          0,           0,         226,      -6.180589203,      -5.899389028,      -6.013216156,        -5.3929226,      -10.50921033
          0,           0,         227,      -6.183186675,      -5.902778893,      -6.020685633,      -5.395128517,      -10.50632562
          0,           0,         228,      -6.189013835,      -5.906452344,      -6.028547678,      -5.399215279,      -10.50339818
          0,           0,         229,      -6.197094998,      -5.910125545,      -6.036844761,      -5.404840643,      -10.50044036
          0,           0,         230,      -6.206145035,      -5.913959661,      -6.045628307,       -5.41128327,      -10.49748646
          0,           0,         231,      -6.215459629,      -5.918174908,      -6.054924154,      -5.418114783,       -10.4945756
          0,           0,         232,      -6.224930788,      -5.922911075,      -6.064735414,      -5.425350502,      -10.49171901
          0,           0,         233,      -6.233167676,      -5.928387618,      -6.075102111,       -5.43244854,      -10.48892915
          0,           0,         234,      -6.237438159,      -5.934780661,      -6.086307237,      -5.436929436,      -10.48619699
          0,           0,         235,      -6.244157449,      -5.941778156,      -6.097894107,      -5.442572002,      -10.48348284
          0,           0,         236,      -6.253961283,      -5.948838602,      -6.109866778,      -5.450033096,      -10.48077011
          0,           0,         237,      -6.265498322,      -5.955930462,      -6.122348529,      -5.458680207,      -10.47806434
