"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         329,      -6.338249704,       -3.95068305,      -4.938891142,      -2.021165298
          0,           0,         330,      -6.339940801,      -3.951944921,      -4.940872075,      -2.039986725
          0,           0,         331,      -6.344554908,      -3.956669393,      -4.944174237,      -2.041954914
          0,           0,         332,      -6.348843603,      -3.961317628,      -4.945343842,      -2.032881808
          0,           0,         333,      -6.350479389,      -3.962539922,      -4.947345711,      -2.051865149
          0,           0,         334,       -6.35506807,      -3.967239588,      -4.950721761,        -2.0539015
          0,           0,         335,      -6.359343726,      -3.971860162,      -4.952012538,      -2.044896607
          0,           0,         336,      -6.360923716,      -3.973040188,      -4.954028499,      -2.063959164
          0,           0,         337,      -6.365486787,      -3.977712633,      -4.957473481,      -2.066039191
          0,           0,         338,      -6.369749996,      -3.982303077,      -4.958879834,       -2.05707417
          0,           0,         339,      -6.371273918,      -3.983439223,       -4.96090233,      -2.076148074
          0,           0,         340,      -6.375811175,      -3.988083087,      -4.964407981,      -2.078245216
          0,           0,         341,      -6.380062425,      -3.992642014,      -4.965920791,      -2.069291091
          0,           0,         342,      -6.381530332,      -3.993733807,      -4.967942722,      -2.088325616
          0,           0,         343,      -6.386041499,      -3.998348671,      -4.971499056,      -2.090413909
          0,           0,         344,      -6.390281091,      -4.002875671,      -4.973107331,       -2.08144361
          0,           0,         345,      -6.391693214,      -4.003923539,      -4.975122709,      -2.100405436
          0,           0,         346,      -6.396178084,        -4.0085099,      -4.978719344,      -2.102463173
          0,           0,         347,      -6.400406399,      -4.013005561,      -4.980411531,      -2.093455446
          0,           0,         348,      -6.401763273,      -4.014010769,      -4.982415958,      -2.112328329
          0,           0,         349,      -6.406221623,      -4.018569781,      -4.986043068,      -2.114338868
          0,           0,         350,      -6.410438881,      -4.023035265,      -4.987807641,      -2.105279303
          0,           0,         351,      -6.411741247,      -4.023999666,      -4.989798459,      -2.124061732
          0,           0,         352,      -6.416173035,      -4.028533094,      -4.993447589,      -2.126016113
          0,           0,         353,      -6.420379601,      -4.032970227,      -4.995274165,       -2.11689874
          0,           0,         354,      -6.421628517,      -4.033896148,      -4.997250614,      -2.135601202
          0,           0,         355,      -6.426033708,      -4.038405972,      -5.000914863,      -2.137497639
          0,           0,         356,      -6.430229969,      -4.042816848,      -5.002794559,      -2.128324679
          0,           0,         357,      -6.431426581,      -4.043706693,      -5.004757482,      -2.146965532
          0,           0,         358,      -6.435805133,      -4.048194893,      -5.008431893,      -2.148809195
          0,           0,         359,      -6.439991388,      -4.052581573,      -5.010357535,      -2.139590298
          0,           0,         360,      -6.441137033,      -4.053437754,      -5.012309443,      -2.158191957
          0,           0,         361,      -6.445489259,      -4.057906473,      -5.015991444,      -2.159995252
          0,           0,         362,      -6.449666051,      -4.062271147,      -5.017958288,      -2.150746676
          0,           0,         363,      -6.450762176,      -4.063095873,      -5.019902835,      -2.169331812
          0,           0,         364,      -6.455088193,      -4.067546737,       -5.02359156,      -2.171111228
          0,           0,         365,      -6.459255998,      -4.071891264,      -5.025596866,      -2.161853233
          0,           0,         366,      -6.460304199,       -4.07268647,      -5.027538629,      -2.180441516
          0,           0,         367,      -6.464604453,      -4.077121036,      -5.031235372,      -2.182216769
          0,           0,         368,      -6.468764016,       -4.08144721,      -5.033278639,      -2.172971812
          0,           0,         369,      -6.469765863,      -4.082214357,      -5.035222479,      -2.191576935
          0,           0,         370,      -6.474040781,      -4.086633707,      -5.038929915,      -2.193368598
          0,           0,         371,      -6.478192703,      -4.090942793,       -5.04101207,      -2.184158609
          0,           0,         372,      -6.479150063,      -4.091683163,      -5.042963162,      -2.202787463
          0,           0,         373,      -6.483400241,      -4.096088118,      -5.046684937,      -2.204615078
          0,           0,         374,      -6.487545199,      -4.100381107,        -5.0488082,      -2.195459593
          0,           0,         375,      -6.488459865,      -4.101095472,      -5.050771168,      -2.214110969
          0,           0,         376,      -6.492685828,      -4.105486398,      -5.054511228,      -2.215991299
          0,           0,         377,       -6.49682474,      -4.109764189,      -5.056678575,      -2.206906074
          0,           0,         378,       -6.49769869,      -4.110453109,      -5.058657515,      -2.225571652
          0,           0,         379,      -6.501901244,      -4.114830336,      -5.062419885,      -2.227518298
          0,           0,         380,      -6.506034849,      -4.119093408,      -5.064634025,      -2.218513895
          0,           0,         381,      -6.506870002,       -4.11975708,       -5.06663218,      -2.237178657
          0,           0,         382,      -6.511049964,      -4.124120732,      -5.070420363,      -2.239200641
          0,           0,         383,      -6.515178869,      -4.128369296,       -5.07268344,      -2.230282273
          0,           0,         384,      -6.515977534,      -4.129008043,      -5.074703482,      -2.248927745
          0,           0,         385,      -6.520135744,      -4.133358102,      -5.078520028,      -2.251029822
          0,           0,         386,      -6.524260987,      -4.137592676,       -5.08083383,      -2.242198267
          0,           0,         387,      -6.525025344,      -4.138206537,      -5.082877439,      -2.260802546
          0,           0,         388,      -6.529162656,      -4.142542958,      -5.086723832,      -2.262985169
          0,           0,         389,      -6.533285128,      -4.146763895,      -5.089088971,      -2.254236833
          0,           0,         390,      -6.534471342,      -4.147865799,      -5.091798456,      -2.274272794
          0,           0,         391,      -6.537187426,      -4.150595191,      -5.093767265,      -2.272227315
          0,           0,         392,      -6.542377058,      -4.156013337,       -5.09769439,      -2.266934293
          0,           0,         393,      -6.543500042,      -4.157064539,      -5.100337309,      -2.286799185
          0,           0,         394,      -6.546180273,      -4.159751942,      -5.102287522,      -2.284736006
          0,           0,         395,      -6.551346929,      -4.165140804,      -5.106235422,      -2.279365291
          0,           0,         396,      -6.552428484,      -4.166153851,      -5.108874468,         -2.298989
          0,           0,         397,      -6.555087084,      -4.168810623,      -5.110836986,      -2.296841459
          0,           0,         398,       -6.56024269,      -4.174182957,       -5.11481744,      -2.291543707
          0,           0,         399,      -6.561293814,      -4.175168048,      -5.117471014,      -2.311046308
          0,           0,         400,      -6.563938558,       -4.17780207,      -5.119466522,      -2.308915836
          0,           0,         401,       -6.56908773,       -4.18316358,      -5.123492513,      -2.303723247
          0,           0,         402,      -6.570113854,      -4.184124876,      -5.126166645,      -2.323117321
          0,           0,         403,      -6.573191135,      -4.187267954,      -5.128769742,      -2.322363851
          0,           0,         404,      -6.577409755,      -4.191536968,      -5.131562089,      -2.314313055
          0,           0,         405,      -6.578543453,      -4.192616586,      -5.134521647,      -2.334164459
          0,           0,         406,      -6.581704347,      -4.195852696,      -5.137307286,      -2.333932641
          0,           0,         407,       -6.58599484,      -4.200195891,       -5.14023417,      -2.326358423
          0,           0,         408,      -6.587160432,      -4.201316154,      -5.143274747,      -2.346336567
          0,           0,         409,      -6.590350441,      -4.204582576,      -5.146131325,      -2.346190675
          0,           0,         410,      -6.594671252,      -4.208949402,      -5.149125908,      -2.338634611
          0,           0,         411,      -6.595840998,       -4.21007298,      -5.152199232,      -2.358477851
          0,           0,         412,      -6.599039644,      -4.213342964,      -5.155086545,      -2.358282958
          0,           0,         413,      -6.603375632,      -4.217714126,       -5.15812405,      -2.350711337
          0,           0,         414,      -6.604540546,      -4.218827283,      -5.161224221,      -2.370419572
          0,           0,         415,      -6.607740664,       -4.22209118,      -5.164139614,      -2.370205633
          0,           0,         416,      -6.612086436,      -4.226460151,      -5.167217063,      -2.362649468
          0,           0,         417,      -6.613244512,      -4.227558172,       -5.17034381,      -2.382247659
          0,           0,         418,      -6.616444252,      -4.230812792,      -5.173284293,      -2.382033065
          0,           0,         419,      -6.620798043,       -4.23517726,      -5.176397283,       -2.37450302
          0,           0,         420,       -6.62194983,      -4.236258356,      -5.179549146,      -2.394003866
          0,           0,         421,      -6.625149263,      -4.239502647,      -5.182512214,      -2.393793601
          0,           0,         422,      -6.629510879,      -4.243862007,      -5.185657205,      -2.386291557
          0,           0,         423,      -6.630658301,      -4.244925828,      -5.188833604,      -2.405703654
          0,           0,         424,      -6.633858528,      -4.248159706,       -5.19181781,      -2.405500371
          0,           0,         425,      -6.638228573,      -4.252514035,      -5.194992645,      -2.398027634
          0,           0,         426,      -6.639373776,       -4.25356043,      -5.198193672,      -2.417358082
          0,           0,         427,      -6.642576147,      -4.256784019,      -5.201198528,      -2.417164064
          0,           0,         428,      -6.646955587,      -4.261133684,      -5.204402132,      -2.409722452
          0,           0,         429,      -6.648100864,      -4.262162667,      -5.207628465,      -2.428977381
          0,           0,         430,      -6.651306666,      -4.265375946,      -5.210653827,      -2.428795069
          0,           0,         431,      -6.655696328,      -4.269721129,      -5.213885309,      -2.421386349
          0,           0,         432,      -6.656844004,      -4.270732765,      -5.217137601,      -2.440571378
          0,           0,         433,      -6.660054788,      -4.273935983,      -5.220183707,      -2.440403555
          0,           0,         434,      -6.665224346,      -4.279248993,      -5.224477217,      -2.435400822
          0,           0,         435,      -6.666172882,      -4.279992332,      -5.227340162,      -2.453408897
          0,           0,         436,      -6.669242379,      -4.282993317,      -5.230194605,      -2.452360244
          0,           0,         437,      -6.674310003,      -4.288159273,      -5.234388015,       -2.44691872
          0,           0,         438,      -6.675186767,      -4.288779698,      -5.237196514,      -2.464524449
          0,           0,         439,      -6.678206241,      -4.291693961,      -5.240010448,      -2.463456374
          0,           0,         440,      -6.683239074,       -4.29680209,      -5.244188779,      -2.458170135
          0,           0,         441,      -6.684094522,      -4.297364693,      -5.247005517,      -2.475757976
          0,           0,         442,      -6.687100489,      -4.300239421,      -5.249825426,      -2.474798719
          0,           0,         443,      -6.692124774,      -4.305323569,      -5.254012713,      -2.469648558
          0,           0,         444,      -6.692979609,      -4.305852442,      -5.256845549,      -2.487201265
          0,           0,         445,      -6.695987486,      -4.308705359,      -5.259676619,       -2.48629231
          0,           0,         446,      -6.701014653,      -4.313778455,      -5.263877796,       -2.48122117
          0,           0,         447,      -6.701878961,      -4.314283161,      -5.266732556,      -2.498712367
          0,           0,         448,      -6.704896012,      -4.317121239,       -5.26958117,      -2.497827955
          0,           0,         449,      -6.709931285,      -4.322188363,      -5.273801673,      -2.492816151
          0,           0,         450,      -6.710810179,      -4.322672541,      -5.276682934,      -2.510237059
          0,           0,         451,      -6.713840241,      -4.325498687,      -5.279553237,      -2.509371644
          0,           0,         452,      -6.718886255,      -4.330561876,      -5.283796052,      -2.504413969
          0,           0,         453,      -6.719783108,      -4.331027264,      -5.286706456,      -2.521762819
          0,           0,         454,      -6.722828426,      -4.333842739,      -5.289600427,      -2.520914206
          0,           0,         455,      -6.727886799,       -4.33890296,       -5.29386639,      -2.516007198
          0,           0,         456,      -6.728804068,      -4.339350465,      -5.296806864,      -2.533282223
          0,           0,         457,      -6.731866375,      -4.342156011,      -5.299724871,      -2.532448767
          0,           0,         458,      -6.736938068,      -4.347213597,      -5.304013823,      -2.527587506
          0,           0,         459,       -6.73787743,      -4.347643391,      -5.306984193,      -2.544786664
          0,           0,         460,       -6.74095816,       -4.35043952,      -5.309926266,      -2.543966802
          0,           0,         461,      -6.746044203,       -4.35549488,      -5.314237743,      -2.539147335
          0,           0,         462,      -6.747007545,      -4.355907489,      -5.317238171,      -2.556270068
          0,           0,         463,      -6.750107661,      -4.358694302,      -5.320203815,      -2.555460735
          0,           0,         464,      -6.755208659,      -4.363747459,      -5.324537016,      -2.550677883
          0,           0,         465,       -6.75619749,      -4.364143177,      -5.327567284,      -2.567723655
          0,           0,         466,      -6.759318119,       -4.36692105,      -5.330556047,      -2.566923116
          0,           0,         467,      -6.764434679,      -4.371972097,      -5.334910074,      -2.562171823
          0,           0,         468,      -6.765450565,      -4.372351396,      -5.337970048,      -2.579141257
          0,           0,         469,      -6.768592516,      -4.375120473,      -5.340981238,      -2.578346637
          0,           0,         470,      -6.772439246,      -4.378802588,      -5.345367671,      -2.583422963
          0,           0,         471,       -6.77661534,      -4.382576972,      -5.348167869,      -2.573964839
          0,           0,         472,      -6.777816382,      -4.383111857,      -5.351770691,       -2.59266586
          0,           0,         473,      -6.781705527,        -4.3868409,      -5.355953889,      -2.595750426
          0,           0,         474,      -6.785931036,      -4.390649812,      -5.358753967,      -2.586284674
          0,           0,         475,      -6.787177894,      -4.391193698,      -5.362339818,       -2.60473015
          0,           0,         476,      -6.791099139,      -4.394933275,      -5.366521319,      -2.607600773
          0,           0,         477,      -6.795358394,      -4.398754398,      -5.369336876,      -2.597889101
          0,           0,         478,      -6.796641924,       -4.39929333,      -5.372952338,      -2.616146892
          0,           0,         479,      -6.800587746,      -4.403032087,       -5.37715219,      -2.618970872
          0,           0,         480,      -6.803597839,      -4.405472922,      -5.380021629,      -2.618904783
          0,           0,         481,      -6.808025016,       -4.40945729,      -5.383358754,      -2.611088561
          0,           0,         482,      -6.810045982,      -4.410937903,      -5.388172982,       -2.63309709
          0,           0,         483,      -6.813111177,      -4.413429111,      -5.390850158,      -2.631046813
          0,           0,         484,      -6.816310447,      -4.416056708,      -5.394199505,      -2.632833855
          0,           0,         485,      -6.820205852,      -4.419630739,      -5.398716073,       -2.63838586
          0,           0,         486,      -6.824468474,      -4.423349442,      -5.401645908,      -2.629239338
          0,           0,         487,      -6.825795736,      -4.423776529,      -5.405415609,      -2.648022533
          0,           0,         488,      -6.829765601,      -4.427442836,      -5.409664643,      -2.651498482
          0,           0,         489,      -6.832830604,       -4.42982646,      -5.412586422,      -2.651782161
          0,           0,         490,      -6.836039104,       -4.43237812,      -5.416013154,      -2.653821982
          0,           0,         491,      -6.839947281,      -4.435895144,      -5.420580374,      -2.659635321
          0,           0,         492,      -6.842970668,       -4.43817269,       -5.42360793,      -2.660457321
          0,           0,         493,       -6.84615582,      -4.440647261,      -5.427105234,      -2.663181415
          0,           0,         494,       -6.85005033,        -4.4441064,      -5.431709727,      -2.669627947
          0,           0,         495,      -6.853076363,       -4.44634083,      -5.434752794,      -2.670891546
          0,           0,         496,      -6.856270285,      -4.448783589,      -5.438258741,      -2.673853091
          0,           0,         497,      -6.860174798,      -4.452218368,       -5.44286489,      -2.680423114
          0,           0,         498,      -6.863220795,      -4.454434731,        -5.4459132,      -2.681723986
          0,           0,         499,      -6.866436406,      -4.456863656,      -5.449430366,      -2.684707042
          0,           0,         500,      -6.870360847,       -4.46028691,      -5.454046835,      -2.691299238
          0,           0,         501,      -6.873433993,      -4.462494341,      -5.457111265,      -2.692587042
          0,           0,         502,      -6.876676675,      -4.464915993,      -5.460648142,      -2.695557488
          0,           0,         503,      -6.880625059,      -4.468332241,      -5.465280502,      -2.702144769
          0,           0,         504,      -6.883728812,      -4.470534645,      -5.468365476,       -2.70340679
          0,           0,         505,      -6.887001233,      -4.472951881,      -5.471924534,      -2.706358535
          0,           0,         506,      -6.890975595,      -4.476363102,      -5.476573941,      -2.712936854
          0,           0,         507,      -6.894111478,      -4.478562092,      -5.479680243,       -2.71417384
          0,           0,         508,       -6.89741508,      -4.480976423,      -5.483262226,       -2.71710754
          0,           0,         509,      -6.901416641,      -4.484383692,      -5.487929173,      -2.723675644
          0,           0,         510,      -6.904585557,      -4.486580242,      -5.491057129,      -2.724888221
          0,           0,         511,      -6.907920784,      -4.488992076,      -5.494661755,      -2.727802649
          0,           0,         512,      -6.911950168,      -4.492395908,      -5.499346183,       -2.73435806
          0,           0,         513,      -6.915152653,      -4.494590616,      -5.502495571,      -2.735546233
          0,           0,         514,      -6.918520161,      -4.497000717,      -5.506122942,      -2.738440644
          0,           0,         515,      -6.922577716,      -4.500401354,      -5.510824454,      -2.744980361
          0,           0,         516,      -6.925814177,      -4.502594814,      -5.513995232,      -2.746144029
          0,           0,         517,      -6.929214261,      -4.505003583,      -5.517644971,      -2.749017658
          0,           0,         518,      -6.933300345,      -4.508401385,      -5.522363288,      -2.755539706
          0,           0,         519,      -6.936570802,      -4.510593743,      -5.525554649,      -2.756678886
          0,           0,         520,      -6.940003582,      -4.513001447,      -5.529226164,      -2.759531568
          0,           0,         521,      -6.944118453,      -4.516396689,      -5.533960847,      -2.766034453
          0,           0,         522,      -6.947423391,      -4.518588724,      -5.537172605,      -2.767151171
          0,           0,         523,      -6.950889114,      -4.520995834,      -5.540865567,      -2.769982951
          0,           0,         524,      -6.955033128,      -4.524388964,      -5.545616233,      -2.776465384
          0,           0,         525,      -6.958372719,       -4.52658114,      -5.548847967,      -2.777560644
          0,           0,         526,      -6.961871759,      -4.528988297,       -5.55256208,      -2.780372418
          0,           0,         527,      -6.966045105,      -4.532379599,      -5.557328277,      -2.786832857
          0,           0,         528,      -6.969419347,      -4.534572152,      -5.560579328,      -2.787907655
          0,           0,         529,       -6.97295177,      -4.536979675,      -5.564314223,      -2.790699582
          0,           0,         530,      -6.977154583,       -4.54036942,      -5.569095615,      -2.797136806
          0,           0,         531,      -6.980563814,      -4.542563086,       -5.57236585,      -2.798193067
          0,           0,         532,      -6.984129681,      -4.544971332,      -5.576121143,      -2.800965426
          0,           0,         533,      -6.988362156,      -4.548359893,      -5.580917419,      -2.807378077
          0,           0,         534,      -6.991806401,      -4.550555034,      -5.584206413,      -2.808417183
          0,           0,         535,      -6.995405974,      -4.552964615,      -5.587982008,      -2.811170648
          0,           0,         536,      -6.999668354,      -4.556352444,      -5.592793111,      -2.817557782
          0,           0,         537,      -7.003147852,       -4.55854971,       -5.59610078,      -2.818581379
          0,           0,         538,      -7.006781152,      -4.560961004,      -5.599896361,      -2.821316216
          0,           0,         539,      -7.011073655,       -4.56434856,      -5.604722091,      -2.827676895
          0,           0,         540,      -7.014588378,      -4.566548342,      -5.608047977,       -2.82868616
          0,           0,         541,      -7.018255738,      -4.568962126,      -5.611863696,      -2.831403426
          0,           0,         542,      -7.022578514,      -4.572349818,      -5.616703788,      -2.837736534
          0,           0,         543,      -7.026128717,      -4.574552859,      -5.620047946,      -2.838733202
          0,           0,         544,      -7.029830018,      -4.576969369,      -5.623883152,       -2.84143305
          0,           0,         545,      -7.034183167,      -4.580357587,      -5.628737404,      -2.847737623
          0,           0,         546,      -7.037768847,      -4.582564336,      -5.632099402,      -2.848723303
          0,           0,         547,       -7.04150432,      -4.584984292,      -5.635954158,      -2.851406668
          0,           0,         548,      -7.045888053,      -4.588373576,      -5.640822418,      -2.857681938
          0,           0,         549,      -7.049509321,      -4.590584656,       -5.64420205,      -2.858658197
          0,           0,         550,      -7.053278936,      -4.593008461,        -5.6480759,      -2.861325607
          0,           0,         551,      -7.057693287,      -4.596399192,      -5.652957877,      -2.867570714
          0,           0,         552,      -7.061350299,      -4.598615297,      -5.656354934,      -2.868539496
          0,           0,         553,      -7.065154406,      -4.601043855,      -5.660248042,      -2.871192099
          0,           0,         554,       -7.06959957,      -4.604436579,      -5.665143665,      -2.877406168
          0,           0,         555,      -7.073292293,      -4.606658152,      -5.668557736,       -2.87836873
          0,           0,         556,      -7.077130725,      -4.609091757,      -5.672469643,      -2.881006665
          0,           0,         557,      -7.081606773,      -4.612486921,      -5.677378635,      -2.887189172
          0,           0,         558,      -7.085335202,      -4.614714507,      -5.680809411,      -2.888147123
          0,           0,         559,      -7.089208139,      -4.617153846,      -5.684739996,      -2.890771633
          0,           0,         560,      -7.093715123,      -4.620551866,      -5.689662138,      -2.896921915
          0,           0,         561,      -7.097479504,      -4.622786291,      -5.693109678,      -2.897877234
          0,           0,         562,      -7.101386894,      -4.625231799,       -5.69705862,      -2.900488657
          0,           0,         563,       -7.10592502,      -4.628633267,      -5.701993788,      -2.906606658
          0,           0,         564,      -7.109725275,      -4.630874985,       -5.70545781,       -2.90756044
          0,           0,         565,      -7.113667232,      -4.633327277,      -5.709424926,      -2.910160087
          0,           0,         566,      -7.118236546,      -4.636732648,      -5.714372964,      -2.916245068
          0,           0,         567,      -7.122072597,      -4.638982064,      -5.717852924,      -2.917199054
          0,           0,         568,      -7.126049086,      -4.641441641,      -5.721838075,      -2.919787243
          0,           0,         569,      -7.130649644,      -4.644851332,      -5.726798827,      -2.925839005
          0,           0,         570,      -7.134521641,      -4.647109158,      -5.730294732,      -2.926794964
          0,           0,         571,       -7.13853269,      -4.649576493,      -5.734297578,      -2.929372836
          0,           0,         572,       -7.14316463,      -4.652991042,      -5.739270944,      -2.935391183
          0,           0,         573,      -7.147072486,      -4.655257679,      -5.742782413,       -2.93635056
          0,           0,         574,      -7.151118128,      -4.657733331,      -5.746802913,      -2.938918762
          0,           0,         575,      -7.155781456,      -4.661153103,       -5.75178873,      -2.944903333
          0,           0,         576,      -7.159725316,      -4.663429249,      -5.755315768,      -2.945867981
          0,           0,         577,      -7.163805597,      -4.665913715,      -5.759353629,      -2.948427564
          0,           0,         578,      -7.168500469,      -4.669339276,      -5.764351847,      -2.954378421
          0,           0,         579,      -7.172480218,      -4.671625245,      -5.767893943,      -2.955349648
          0,           0,         580,      -7.176595088,      -4.674118945,      -5.771948991,      -2.957901311
          0,           0,         581,      -7.181321368,      -4.677550442,       -5.77695919,      -2.963818198
          0,           0,         582,      -7.185337134,      -4.679846908,      -5.780516496,      -2.964797761
          0,           0,         583,      -7.189486694,      -4.682350397,      -5.784588599,      -2.967342721
          0,           0,         584,      -7.194244625,      -4.685788509,       -5.78961101,      -2.973225744
          0,           0,         585,      -7.198296304,       -4.68809577,      -5.793183101,      -2.974214974
          0,           0,         586,       -7.20248055,      -4.690609461,      -5.797272094,      -2.976753987
          0,           0,         587,      -7.207270095,      -4.694054431,      -5.802306331,      -2.982603437
          0,           0,         588,      -7.211357723,      -4.696373032,      -5.805893112,      -2.983603783
          0,           0,         589,      -7.215576596,       -4.69889727,      -5.809998666,      -2.986137736
          0,           0,         590,      -7.220397733,      -4.702349386,      -5.815044572,      -2.991953511
          0,           0,         591,      -7.224521327,      -4.704679732,      -5.818645853,      -2.992966691
          0,           0,         592,      -7.228774863,      -4.707214998,      -5.822767974,      -2.995496408
          0,           0,         593,      -7.233627689,      -4.710674703,      -5.827825604,      -3.001278799
          0,           0,         594,      -7.237787127,      -4.713017061,       -5.83144107,      -3.002305937
          0,           0,         595,       -7.24207525,      -4.715563653,      -5.835579531,      -3.004832255
          0,           0,         596,       -7.24695986,      -4.719031336,      -5.840648703,       -3.01058195
          0,           0,         597,      -7.251155341,      -4.721386348,      -5.844278442,      -3.011624819
          0,           0,         598,      -7.255478058,      -4.723944621,      -5.848433023,      -3.014148602
          0,           0,         599,      -7.260394458,      -4.727420591,      -5.853513694,      -3.019865605
          0,           0,         600,      -7.264625768,      -4.729788372,      -5.857157305,      -3.020925129
          0,           0,         601,      -7.268983153,      -4.732358764,       -5.86132795,      -3.023447558
          0,           0,         602,      -7.273931239,      -4.735843173,      -5.866419906,      -3.029131992
          0,           0,         603,      -7.279251838,      -4.739761862,      -5.869527025,      -3.019099596
          0,           0,         604,      -7.282181385,         -4.740137,      -5.874913414,      -3.039732417
          0,           0,         605,      -7.287219988,      -4.743798063,      -5.879505555,      -3.042728104
          0,           0,         606,       -7.29158129,      -4.746313451,      -5.882867403,      -3.042774473
          0,           0,         607,      -7.296050389,      -4.748995252,      -5.886957484,        -3.0441791
          0,           0,         608,      -7.301092402,      -4.752559708,      -5.892064965,      -3.048809706
          0,           0,         609,      -7.306489168,      -4.756551236,      -5.895164126,      -3.038010057
          0,           0,         610,      -7.309528257,      -4.756987283,      -5.900718536,      -3.058502751
          0,           0,         611,      -7.314639788,      -4.760688835,      -5.905349432,      -3.061258398
          0,           0,         612,      -7.319080841,      -4.763248583,      -5.908750909,      -3.061270078
          0,           0,         613,      -7.324650365,      -4.767505292,      -5.912247544,      -3.051395649
          0,           0,         614,       -7.32833243,      -4.768890164,      -5.918758684,      -3.074313256
          0,           0,         615,      -7.332828415,      -4.771548527,      -5.921974828,      -3.072101446
          0,           0,         616,      -7.338446894,      -4.775875875,      -5.925262201,      -3.061921377
          0,           0,         617,      -7.342192477,      -4.777312634,      -5.931701482,      -3.084691472
          0,           0,         618,      -7.346737699,       -4.78001509,      -5.934929327,      -3.082038387
          0,           0,         619,       -7.35239054,      -4.784376521,      -5.938193961,      -3.071425735
          0,           0,         620,      -7.356186545,      -4.785840403,      -5.944707998,      -3.094027838
          0,           0,         621,      -7.360770841,      -4.788568224,      -5.947952191,      -3.091288238
          0,           0,         622,      -7.366451774,      -4.792949911,      -5.951196539,      -3.080582541
          0,           0,         623,      -7.370294375,      -4.794431354,      -5.957784402,      -3.103222903
          0,           0,         624,      -7.374914134,      -4.797177435,      -5.961041883,      -3.100482989
          0,           0,         625,      -7.380620331,      -4.801574263,      -5.964257899,      -3.089721542
          0,           0,         626,      -7.384507401,      -4.803069721,      -5.970911532,      -3.112412926
          0,           0,         627,      -7.389161071,      -4.805831583,      -5.974175559,      -3.109683437
          0,           0,         628,      -7.394891267,      -4.810241642,      -5.977357059,      -3.098871674
          0,           0,         629,       -7.39882203,      -4.811750144,      -5.984076126,      -3.121616007
          0,           0,         630,       -7.40350875,      -4.814526889,      -5.987344577,      -3.118893146
          0,           0,         631,      -7.409262464,      -4.818949657,      -5.990488718,      -3.108028755
          0,           0,         632,      -7.413236465,      -4.820470844,      -5.997275191,      -3.130823053
          0,           0,         633,      -7.417955939,      -4.823262352,      -6.000547112,      -3.128105355
          0,           0,         634,      -7.423732895,      -4.827697706,      -6.003651575,      -3.117188051
          0,           0,         635,      -7.427750222,      -4.829231885,      -6.010507828,      -3.140032184
          0,           0,         636,      -7.432502236,      -4.832038179,       -6.01378253,      -3.137319868
          0,           0,         637,      -7.438302315,      -4.836486105,        -6.0168453,       -3.12635144
          0,           0,         638,      -7.442362999,      -4.838033515,      -6.023773433,      -3.149245594
          0,           0,         639,      -7.447147494,      -4.840854761,      -6.027050501,      -3.146539695
          0,           0,         640,       -7.45297072,      -4.845315539,      -6.030069941,      -3.135522199
          0,           0,         641,      -7.457074917,      -4.846876495,      -6.037072181,      -3.158466932
          0,           0,         642,      -7.461891889,      -4.849712943,      -6.040351251,      -3.155768548
          0,           0,         643,      -7.467738084,      -4.854186504,      -6.043325398,      -3.144703667
          0,           0,         644,      -7.471885974,      -4.855761362,      -6.050404158,      -3.167699144
          0,           0,         645,      -7.476735497,      -4.858613314,      -6.053685037,      -3.165009156
          0,           0,         646,      -7.482604814,      -4.863100057,      -6.056612414,      -3.153898718
          0,           0,         647,      -7.486796516,      -4.864689051,      -6.063769925,      -3.176944927
          0,           0,         648,      -7.491678495,      -4.867556601,      -6.067052205,      -3.174263765
          0,           0,         649,      -7.497570897,      -4.872056663,      -6.069930922,      -3.163109359
          0,           0,         650,      -7.501806685,      -4.873660161,      -6.077169578,      -3.186206479
          0,           0,         651,      -7.506721159,      -4.876543557,       -6.08045292,      -3.183534548
          0,           0,         652,       -7.51263649,      -4.881056953,      -6.083280912,      -3.172337453
          0,           0,         653,      -7.516916491,       -4.88267516,      -6.090603039,      -3.195485168
          0,           0,         654,       -7.52186346,      -4.885574579,       -6.09388702,       -3.19282315
          0,           0,         655,      -7.527801677,      -4.890101459,       -6.09666229,      -3.181584707
          0,           0,         656,      -7.532126058,      -4.891734601,      -6.104070108,      -3.204782727
          0,           0,         657,      -7.537105419,      -4.894650108,      -6.107354098,      -3.202130912
          0,           0,         658,      -7.543066408,      -4.899190533,      -6.110074331,      -3.190852596
          0,           0,         659,      -7.547435427,      -4.900838916,      -6.117570238,      -3.214100909
          0,           0,         660,      -7.552447183,      -4.903770667,      -6.120853794,      -3.211459651
          0,           0,         661,      -7.558430817,      -4.908324709,      -6.123516879,       -3.20014245
          0,           0,         662,      -7.562844718,       -4.90998856,      -6.131103206,      -3.223440972
          0,           0,         663,      -7.567888879,      -4.912936747,      -6.134385769,      -3.220810642
          0,           0,         664,      -7.573895088,      -4.917504513,      -6.136989478,      -3.209455821
          0,           0,         665,      -7.578354089,      -4.919184006,      -6.144668615,      -3.232804184
          0,           0,         666,       -7.58343053,      -4.922148608,      -6.147949508,      -3.230184842
          0,           0,         667,       -7.58945919,      -4.926730166,      -6.150491583,      -3.218793837
