"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         668,      -7.593963495,      -4.928425475,      -6.158265934,      -3.242191652
          0,           0,         669,      -7.599072281,      -4.931406707,      -6.161544665,      -3.239583991
          0,           0,         670,      -7.605123235,      -4.936002055,      -6.164022721,      -3.228157929
          0,           0,         671,      -7.609673046,      -4.937713277,      -6.171894684,      -3.251604716
          0,           0,         672,       -7.61481403,       -4.94071105,      -6.175170568,      -3.249008782
          0,           0,         673,      -7.620887176,      -4.945320295,      -6.177582461,      -3.237548964
          0,           0,         674,      -7.625482789,      -4.947047595,      -6.185554585,       -3.26104448
          0,           0,         675,       -7.63065605,      -4.950062153,      -6.188827098,       -3.25846068
          0,           0,         676,       -7.63675115,      -4.954685161,      -6.191170289,      -3.246968316
          0,           0,         677,      -7.641392822,      -4.956428715,      -6.199245211,      -3.270511919
          0,           0,         678,      -7.646598311,      -4.959460039,      -6.202513687,      -3.267940751
          0,           0,         679,      -7.652715277,      -4.964096957,      -6.204785916,      -3.256417105
          0,           0,         680,      -7.657403336,      -4.965856855,      -6.212966113,      -3.280008695
          0,           0,         681,      -7.662640862,      -4.968904829,      -6.216229782,      -3.277449971
          0,           0,         682,      -7.668779495,      -4.973555573,      -6.218428655,       -3.26589644
          0,           0,         683,      -7.673514197,      -4.975331937,      -6.226716818,      -3.289535192
          0,           0,         684,      -7.678783888,        -4.9783968,      -6.229975153,      -3.286989485
          0,           0,         685,      -7.684944035,      -4.983061409,      -6.232098137,      -3.275407408
          0,           0,         686,      -7.689725626,       -4.98485426,      -6.240496769,      -3.299092532
          0,           0,         687,      -7.695027377,      -4.987935941,      -6.243749007,      -3.296560026
          0,           0,         688,      -7.701208739,      -4.992614262,      -6.245793555,      -3.284950457
          0,           0,         689,      -7.706037659,      -4.994423823,      -6.254305448,      -3.308681713
          0,           0,         690,      -7.711371446,      -4.997522356,      -6.257550914,      -3.306162745
          0,           0,         691,       -7.71757391,       -5.00221446,      -6.259514575,      -3.294526976
          0,           0,         692,      -7.722450464,      -5.004040775,       -6.26814239,      -3.318303607
          0,           0,         693,      -7.727816213,      -5.007156148,      -6.271380328,      -3.315798138
          0,           0,         694,      -7.734039664,      -5.011862109,      -6.273260597,      -3.304137623
          0,           0,         695,      -7.738964152,      -5.013705199,      -6.282006976,       -3.32795884
          0,           0,         696,      -7.744361851,      -5.016837455,      -6.285236695,      -3.325467299
          0,           0,         697,      -7.750606027,      -5.021557231,      -6.287031004,      -3.313783008
          0,           0,         698,       -7.75557881,      -5.023417141,      -6.295898586,      -3.337648204
          0,           0,         699,      -7.761008406,      -5.026566254,      -6.299119222,      -3.335170752
          0,           0,         700,      -7.767273034,      -5.031299701,      -6.300824894,      -3.323463921
          0,           0,         701,      -7.772294566,      -5.033176644,      -6.309816563,      -3.347372352
          0,           0,         702,      -7.777756024,      -5.036342624,      -6.313027392,      -3.344909292
          0,           0,         703,      -7.784040927,      -5.041089808,      -6.314641863,      -3.333181007
          0,           0,         704,      -7.789111488,      -5.042983667,      -6.323760151,      -3.357131928
          0,           0,         705,      -7.794604742,      -5.046166523,       -6.32696041,      -3.354683267
          0,           0,         706,       -7.80090972,       -5.05092747,      -6.328481058,      -3.342934729
          0,           0,         707,      -7.806029838,      -5.052838447,      -6.337728929,      -3.366927543
          0,           0,         708,      -7.811554867,      -5.056038211,      -6.340917744,      -3.364493449
          0,           0,         709,      -7.817879567,      -5.060812786,      -6.342341745,      -3.352725561
          0,           0,         710,      -7.823049531,      -5.062740786,      -6.351721804,      -3.376759272
          0,           0,         711,      -7.828606245,      -5.065957392,       -6.35489831,      -3.374340027
          0,           0,         712,      -7.834950521,      -5.070745667,      -6.356223105,      -3.362554108
          0,           0,         713,      -7.840170914,      -5.072690923,      -6.365738316,      -3.386628227
          0,           0,         714,      -7.845759264,      -5.075924381,      -6.368901684,      -3.384223924
          0,           0,         715,      -7.852122719,      -5.080726216,      -6.370124399,       -3.37242077
          0,           0,         716,      -7.857393985,      -5.082688734,      -6.379777543,      -3.396534593
          0,           0,         717,      -7.863013896,      -5.085939028,      -6.382926951,      -3.394145272
          0,           0,         718,      -7.869396415,      -5.090754615,      -6.384045094,      -3.382325889
          0,           0,         719,      -7.874719043,      -5.092734455,      -6.393838953,      -3.406478733
          0,           0,         720,      -7.880370509,      -5.096001653,      -6.396973431,       -3.40410465
          0,           0,         721,      -7.886771685,      -5.100830833,      -6.397984032,      -3.392269824
          0,           0,         722,      -7.892146124,      -5.102827976,      -6.407921433,      -3.416460943
          0,           0,         723,      -7.897829049,      -5.106112058,      -6.411040131,      -3.414101976
          0,           0,         724,      -7.904248614,      -5.110954855,      -6.411940496,      -3.402252787
          0,           0,         725,      -7.909675495,      -5.112969481,       -6.42202435,       -3.42648162
          0,           0,         726,      -7.915389807,      -5.116270422,      -6.425126343,      -3.424138023
          0,           0,         727,       -7.92182734,      -5.121126716,      -6.425913596,      -3.412275183
          0,           0,         728,      -7.927307128,      -5.123158771,       -6.43614665,      -3.436541041
          0,           0,         729,       -7.93305272,      -5.126476571,      -6.439230998,      -3.434212749
          0,           0,         730,      -7.939507934,      -5.131346419,       -6.43990238,      -3.422337135
          0,           0,         731,       -7.94504124,      -5.133396011,      -6.450287547,      -3.446639447
          0,           0,         732,      -7.950818095,      -5.136730719,      -6.453353305,      -3.444326673
          0,           0,         733,      -7.957290655,      -5.141614154,      -6.453906125,      -3.432439034
          0,           0,         734,      -7.962878092,      -5.143681349,      -6.464446193,      -3.456777178
          0,           0,         735,      -7.968686073,      -5.147032934,      -6.467492454,      -3.454479885
          0,           0,         736,      -7.975002344,      -5.151529236,      -6.467396599,      -3.442249461
          0,           0,         737,      -7.980652688,      -5.153712306,      -6.478451587,      -3.466583851
          0,           0,         738,      -7.986539375,      -5.157158876,       -6.48153898,      -3.464522992
          0,           0,         739,      -7.993075476,      -5.162126659,      -6.481861172,      -3.452731779
          0,           0,         740,       -7.99879179,      -5.164271706,      -6.492719395,      -3.477172226
          0,           0,         741,      -8.004676694,      -5.167688819,      -6.495741964,      -3.474922946
          0,           0,         742,      -8.011041538,      -5.172239355,       -6.49542542,      -3.462699429
          0,           0,         743,      -8.016810697,      -5.174474379,       -6.50680974,      -3.487082797
          0,           0,         744,      -8.022765946,      -5.177967259,      -6.509865763,      -3.485037972
          0,           0,         745,      -8.029171538,       -5.18257657,      -6.509426479,      -3.472936593
          0,           0,         746,      -8.035010003,      -5.184860973,      -6.520967633,      -3.497370777
          0,           0,         747,      -8.041007208,      -5.188394201,      -6.524013469,      -3.495357995
          0,           0,         748,      -8.047439405,      -5.193036137,      -6.523464578,       -3.48326661
          0,           0,         749,      -8.053341206,      -5.195350917,      -6.535177196,      -3.507726169
          0,           0,         750,      -8.059373714,      -5.198910513,      -6.538205299,      -3.505720622
          0,           0,         751,      -8.065825944,      -5.203574697,      -6.537531687,      -3.493626899
          0,           0,         752,      -8.071788054,      -5.205912235,      -6.549416498,      -3.518110295
          0,           0,         753,      -8.077853573,      -5.209492504,      -6.552425753,      -3.516115797
          0,           0,         754,      -8.084323689,      -5.214174683,      -6.551621897,      -3.504024208
          0,           0,         755,      -8.090345446,      -5.216531927,      -6.563678218,      -3.528533766
          0,           0,         756,      -8.096442365,      -5.220130392,      -6.566663057,       -3.52655193
          0,           0,         757,      -8.102928711,      -5.224828739,        -6.5657229,      -3.514464143
          0,           0,         758,      -8.109009883,      -5.227204301,      -6.577951934,      -3.538999796
          0,           0,         759,      -8.115137254,      -5.230819963,      -6.580910418,      -3.537030274
          0,           0,         760,      -8.121638637,      -5.235533679,      -6.579830557,      -3.524946083
          0,           0,         761,      -8.127779655,      -5.237927016,       -6.59223479,      -3.549507334
          0,           0,         762,      -8.133936983,      -5.241559449,      -6.595165817,      -3.547549879
          0,           0,         763,       -8.14045249,      -5.246288116,      -6.593943656,      -3.535469479
          0,           0,         764,       -8.14665402,      -5.248699031,       -6.60652566,      -3.560055861
          0,           0,         765,       -8.15284089,      -5.252347945,      -6.609428311,      -3.558110632
          0,           0,         766,      -8.159369698,       -5.25709137,      -6.608061353,      -3.546034461
          0,           0,         767,      -8.165632567,      -5.259519797,      -6.620823772,      -3.570645855
          0,           0,         768,      -8.171848623,      -5.263185085,      -6.623697167,      -3.568712894
          0,           0,         769,      -8.178389989,      -5.267943207,      -6.622182963,      -3.556641479
          0,           0,         770,       -8.18471498,      -5.270389042,      -6.635128065,      -3.581277334
          0,           0,         771,      -8.190959922,      -5.274070684,      -6.637971356,      -3.579356694
          0,           0,         772,       -8.19751302,      -5.278843434,      -6.636307671,      -3.567290367
          0,           0,         773,      -8.203901147,       -5.28130678,      -6.649437955,      -3.591950746
          0,           0,         774,        -8.2101747,       -5.28500483,      -6.652250261,      -3.590042474
          0,           0,         775,      -8.216738725,      -5.289792209,      -6.650434783,      -3.577981609
          0,           0,         776,      -8.223190848,      -5.292272934,      -6.663752376,      -3.602666102
          0,           0,         777,      -8.229492618,      -5.295987288,      -6.666532694,      -3.600770188
          0,           0,         778,      -8.236066574,      -5.300789149,      -6.664563261,      -3.588715138
          0,           0,         779,      -8.242583808,      -5.303287419,      -6.678070501,      -3.613423573
          0,           0,         780,      -8.248913458,      -5.307018133,      -6.680818011,      -3.611540104
          0,           0,         781,      -8.255496492,      -5.311834569,      -6.678692465,      -3.599491118
          0,           0,         782,      -8.262079854,      -5.314350348,      -6.692391382,       -3.62422331
          0,           0,         783,      -8.268437005,      -5.318097426,      -6.695105197,      -3.622352255
          0,           0,         784,      -8.275028134,      -5.322928416,      -6.692821702,      -3.610309792
          0,           0,         785,      -8.281678778,       -5.32546183,      -6.706714404,      -3.635065635
          0,           0,         786,      -8.288062998,      -5.329225236,      -6.709393732,      -3.633207208
          0,           0,         787,      -8.294661106,      -5.334070721,      -6.706950148,      -3.621171423
          0,           0,         788,      -8.301380066,      -5.336621643,      -6.721038384,      -3.645950594
          0,           0,         789,      -8.307790854,      -5.340401384,      -6.723682274,      -3.644104669
          0,           0,         790,      -8.314394896,      -5.345261369,      -6.721076917,      -3.632076071
          0,           0,         791,      -8.321183429,      -5.347829959,      -6.735362639,      -3.656878494
          0,           0,         792,      -8.327620288,      -5.351626016,      -6.737970314,      -3.655045197
          0,           0,         793,      -8.334229052,       -5.35650054,      -6.735201362,      -3.643023976
          0,           0,         794,      -8.341088272,      -5.359086706,       -6.74968623,      -3.667849463
          0,           0,         795,      -8.347550681,      -5.362899141,      -6.752256852,      -3.666028753
          0,           0,         796,      -8.354162885,      -5.367788132,      -6.749322744,      -3.654015244
          0,           0,         797,      -8.361094068,      -5.370391913,      -6.764008453,      -3.678863672
          0,           0,         798,      -8.367581369,      -5.374220672,       -6.76654126,      -3.677055542
          0,           0,         799,      -8.374195628,      -5.379124053,      -6.763440292,      -3.665050068
          0,           0,         800,      -8.381200045,      -5.381745505,      -6.778328351,      -3.689921235
          0,           0,         801,      -8.387711552,      -5.385590557,      -6.780822614,      -3.688125725
          0,           0,         802,      -8.394326433,      -5.390508352,      -6.777553408,      -3.676128449
          0,           0,         803,      -8.401405375,      -5.393147452,      -6.792645199,      -3.701022224
          0,           0,         804,      -8.407940372,      -5.397008781,      -6.795100233,       -3.69923954
          0,           0,         805,      -8.414554358,      -5.401941006,      -6.791661615,      -3.687250855
          0,           0,         806,      -8.421709215,      -5.404597811,      -6.806958389,      -3.712167149
          0,           0,         807,      -8.428266958,      -5.408475458,        -6.8093735,      -3.710397215
          0,           0,         808,      -8.434878468,      -5.413422136,      -6.805764188,      -3.698417349
          0,           0,         809,      -8.442110649,      -5.416096701,      -6.821267426,      -3.723356068
          0,           0,         810,      -8.448690208,      -5.419990602,      -6.823641946,      -3.721598834
          0,           0,         811,      -8.455297418,      -5.424951553,      -6.819860842,      -3.709628273
          0,           0,         812,      -8.462608212,      -5.427643786,      -6.835571215,      -3.734589022
          0,           0,         813,       -8.46920868,      -5.431553938,      -6.837904475,      -3.732844565
          0,           0,         814,      -8.475809783,      -5.436529276,      -6.833950588,      -3.720883256
          0,           0,         815,       -8.48320071,      -5.439239208,      -6.849869332,      -3.745866132
          0,           0,         816,       -8.48982105,      -5.443165603,      -6.852160835,      -3.744134494
          0,           0,         817,      -8.496414031,       -5.44815522,      -6.848033371,      -3.732182896
          0,           0,         818,      -8.503886559,      -5.450882923,      -6.864161186,        -3.7571877
          0,           0,         819,      -8.510525684,      -5.454825534,      -6.866410231,      -3.755468953
          0,           0,         820,      -8.517108483,      -5.459829423,      -6.862108569,      -3.743527282
          0,           0,         821,      -8.524664058,      -5.462574846,      -6.878446127,      -3.768553831
          0,           0,         822,      -8.531320789,      -5.466533709,      -6.880652301,      -3.766847976
          0,           0,         823,      -8.537891142,      -5.471551767,      -6.876175812,      -3.754916533
          0,           0,         824,      -8.545531283,      -5.474314915,      -6.892723636,      -3.779964598
          0,           0,         825,      -8.552204292,      -5.478289982,       -6.89488645,      -3.778271588
          0,           0,         826,      -8.558759849,      -5.483322294,       -6.89023469,      -3.766350596
          0,           0,         827,      -8.566486041,      -5.486103153,      -6.906993092,       -3.79142002
          0,           0,         828,      -8.573173948,      -5.490094413,       -6.90911208,      -3.789739997
          0,           0,         829,      -8.579712236,      -5.495140946,      -6.904284802,      -3.777829754
          0,           0,         830,      -8.587526086,       -5.49793953,      -6.921254279,      -3.802920587
          0,           0,         831,      -8.594227276,      -5.501946904,      -6.923329035,      -3.801253394
          0,           0,         832,      -8.600745583,      -5.507007601,      -6.918325987,      -3.789354044
          0,           0,         833,      -8.608648632,      -5.509823926,      -6.935506664,      -3.814466077
          0,           0,         834,      -8.615361504,      -5.513847449,      -6.937536738,      -3.812811846
          0,           0,         835,      -8.621857029,      -5.518922305,      -6.932358022,      -3.800923674
          0,           0,         836,      -8.629850762,      -5.521756338,      -6.949749708,      -3.826056674
          0,           0,         837,      -8.636573584,      -5.525796019,      -6.951734906,      -3.824415409
          0,           0,         838,      -8.643043248,      -5.530884932,      -6.946380483,      -3.812538626
          0,           0,         839,      -8.651129218,      -5.533736653,      -6.963983143,      -3.837692444
          0,           0,         840,      -8.657859975,       -5.53779242,      -6.965923007,      -3.836064098
          0,           0,         841,      -8.664300635,      -5.542895391,      -6.960393164,      -3.824198931
          0,           0,         842,      -8.672480345,      -5.545764825,      -6.978206539,      -3.849373425
          0,           0,         843,      -8.679217008,      -5.549836672,      -6.980100987,      -3.847758105
          0,           0,         844,       -8.68562527,      -5.554953658,      -6.974396055,       -3.83590477
          0,           0,         845,      -8.693900263,      -5.557840793,      -6.992419793,      -3.861099913
          0,           0,         846,      -8.700640539,      -5.561928694,      -6.994268436,      -3.859497465
          0,           0,         847,      -8.707012902,      -5.567059753,      -6.988389005,      -3.847656151
          0,           0,         848,      -8.715384589,       -5.56996456,      -7.006622485,      -3.872871674
          0,           0,         849,      -8.722126071,      -5.574068447,      -7.008425243,      -3.871282283
          0,           0,         850,      -8.728458757,        -5.5792135,      -7.002372053,      -3.859453258
          0,           0,         851,      -8.736928534,      -5.582135974,      -7.020814492,      -3.884689012
          0,           0,         852,      -8.743668658,      -5.586255891,      -7.022571234,      -3.883112539
          0,           0,         853,      -8.749957666,      -5.591414856,      -7.016344992,      -3.871296039
          0,           0,         854,      -8.758526916,      -5.594355052,      -7.034995768,      -3.896551936
          0,           0,         855,      -8.765262895,      -5.598490937,      -7.036706347,      -3.894988408
          0,           0,         856,      -8.771504053,      -5.603663834,      -7.030307886,      -3.883184506
          0,           0,         857,      -8.780174021,      -5.606621693,       -7.04916586,      -3.908460346
          0,           0,         858,      -8.786902815,      -5.610773507,      -7.050830166,       -3.90690973
          0,           0,         859,      -8.793091725,      -5.615960298,      -7.044260594,      -3.895118622
          0,           0,         860,      -8.801863554,      -5.618935798,      -7.063324706,      -3.920414333
          0,           0,         861,       -8.80858205,      -5.623103544,      -7.064942843,      -3.918876677
          0,           0,         862,      -8.814714122,      -5.628304171,      -7.058203417,      -3.907098684
          0,           0,         863,      -8.823588899,      -5.631297324,      -7.077472506,      -3.932414117
          0,           0,         864,      -8.830293665,      -5.635480961,      -7.079044474,      -3.930889447
          0,           0,         865,      -8.836364005,      -5.640695419,      -7.072136331,      -3.919124414
          0,           0,         866,      -8.845342626,      -5.643706188,       -7.09160903,      -3.944459502
          0,           0,         867,      -8.852030079,      -5.647905779,       -7.09313491,      -3.942947738
          0,           0,         868,      -8.858033731,      -5.653134037,       -7.08605976,      -3.931196183
          0,           0,         869,      -8.867116887,      -5.656162392,      -7.105734414,       -3.95655066
          0,           0,         870,      -8.873783116,      -5.660377806,      -7.107214258,      -3.955051763
          0,           0,         871,      -8.879714807,      -5.665619874,       -7.09997345,      -3.943313624
          0,           0,         872,      -8.888903132,      -5.668665856,      -7.119848681,      -3.968687526
          0,           0,         873,      -8.895544073,      -5.672897081,      -7.121282799,       -3.96720162
          0,           0,         874,      -8.901398312,      -5.678152877,      -7.113877924,      -3.955477078
          0,           0,         875,      -8.910692107,      -5.681216419,       -7.13395183,      -3.980870231
          0,           0,         876,      -8.917303394,      -5.685463414,       -7.13534018,      -3.979397113
          0,           0,         877,       -8.92307451,      -5.690732896,      -7.127773138,      -3.967686324
          0,           0,         878,      -8.932473822,      -5.693814033,       -7.14804374,      -3.993098386
          0,           0,         879,       -8.93905103,      -5.698076855,      -7.149386869,      -3.991638311
          0,           0,         880,      -8.944733281,      -5.703360079,      -7.141659785,       -3.97994153
          0,           0,         881,      -8.954237944,      -5.706458692,      -7.162125256,      -4.005372603
          0,           0,         882,      -8.960776155,      -5.710737241,      -7.163423228,      -4.003925312
          0,           0,         883,      -8.966363442,      -5.716034078,       -7.15553782,      -3.992242518
          0,           0,         884,      -8.975973068,      -5.719150255,      -7.176196167,       -4.01769254
          0,           0,         885,      -8.982467318,      -5.723444529,       -7.17744941,      -4.016258122
          0,           0,         886,      -8.987953592,      -5.728755011,      -7.169407923,      -4.004589589
          0,           0,         887,      -8.997667265,      -5.731888694,      -7.190256773,      -4.030058326
          0,           0,         888,      -9.004112289,      -5.736198662,      -7.191465548,      -4.028636702
          0,           0,         889,      -9.009491232,      -5.741522765,      -7.183270181,      -4.016982342
          0,           0,         890,      -9.019307737,      -5.744673907,      -7.204307308,      -4.042469742
          0,           0,         891,      -9.025698105,      -5.748999511,      -7.205472142,      -4.041060955
          0,           0,         892,      -9.030963467,      -5.754337212,      -7.197125168,      -4.029421077
          0,           0,         893,      -9.040881203,      -5.757505824,      -7.218348226,      -4.054927026
          0,           0,         894,      -9.047211281,      -5.761847063,      -7.219469351,      -4.053531016
          0,           0,         895,       -9.05235666,      -5.767198305,      -7.210973335,      -4.041905712
          0,           0,         896,      -9.062373554,      -5.770384366,      -7.232379674,      -4.067429995
          0,           0,         897,      -9.068637542,      -5.774741224,      -7.233457792,      -4.066046838
          0,           0,         898,      -9.073656568,      -5.780105964,      -7.224815159,      -4.054436199
          0,           0,         899,      -9.083770127,      -5.783309508,      -7.246402444,      -4.079978849
          0,           0,         900,      -9.089962087,      -5.787681972,      -7.247437918,      -4.078608353
          0,           0,         901,      -9.094848477,      -5.793060145,      -7.238651205,       -4.06701252
          0,           0,         902,      -9.105055567,      -5.796281066,       -7.26041651,      -4.092573302
          0,           0,         903,      -9.111169481,      -5.800669058,      -7.261409876,      -4.091215627
          0,           0,         904,      -9.115917117,      -5.806060721,      -7.252481772,      -4.079634645
          0,           0,         905,      -9.126214183,      -5.809299026,      -7.274422631,      -4.105213592
          0,           0,         906,      -9.132243912,      -5.813702574,      -7.275374359,      -4.103868564
          0,           0,         907,      -9.136846846,      -5.819107673,      -7.266307766,      -4.092302663
          0,           0,         908,       -9.14722968,      -5.822363328,      -7.288421313,      -4.117899616
          0,           0,         909,       -9.15316914,      -5.826782366,      -7.289332211,      -4.116567325
          0,           0,         910,       -9.15762157,       -5.83220087,      -7.280129738,      -4.105016544
          0,           0,         911,      -9.168085417,      -5.835473849,      -7.302412814,      -4.130631307
          0,           0,         912,      -9.173928518,      -5.839908375,      -7.303283544,      -4.129311689
          0,           0,         913,      -9.178225064,      -5.845340263,      -7.293948129,      -4.117776109
          0,           0,         914,      -9.188764587,      -5.848630577,      -7.316397998,       -4.14340869
          0,           0,         915,      -9.194505406,      -5.853080597,      -7.317229074,      -4.142101717
          0,           0,         916,      -9.198641093,      -5.858525852,      -7.307763635,      -4.130581447
          0,           0,         917,      -9.209250374,      -5.861833459,      -7.330377216,      -4.156231739
          0,           0,         918,      -9.214882963,      -5.866298881,      -7.331169453,      -4.154937441
          0,           0,         919,      -9.218853259,      -5.871757468,      -7.321576713,      -4.143432458
          0,           0,         920,      -9.229525764,      -5.875082372,      -7.344351307,      -4.169100443
          0,           0,         921,      -9.235044591,      -5.879563172,      -7.345105201,      -4.167818751
          0,           0,         922,      -9.238845648,      -5.885035046,      -7.335388667,       -4.15632931
          0,           0,         923,      -9.249574152,       -5.88837717,      -7.358320758,      -4.182014835
          0,           0,         924,      -9.254973884,      -5.892873302,      -7.359037046,       -4.18074567
          0,           0,         925,      -9.258602426,      -5.898358485,      -7.349199418,      -4.169271729
          0,           0,         926,      -9.269379196,      -5.901717836,      -7.372286031,      -4.194974618
          0,           0,         927,      -9.274654917,      -5.906229291,      -7.372965708,      -4.193718018
          0,           0,         928,      -9.278108328,      -5.911727702,      -7.363010094,      -4.182259704
          0,           0,         929,      -9.288925291,      -5.915104283,      -7.386248128,      -4.207979978
          0,           0,         930,        -9.2940725,      -5.919631037,      -7.386891853,      -4.206735992
          0,           0,         931,      -9.297349138,      -5.925142674,      -7.376821458,      -4.195293419
          0,           0,         932,      -9.308197481,      -5.928536436,      -7.400207539,       -4.22103091
          0,           0,         933,      -9.313212238,      -5.933078511,      -7.400815999,      -4.219799416
          0,           0,         934,      -9.316311271,      -5.938603344,      -7.390634058,      -4.208372623
          0,           0,         935,      -9.327181855,      -5.942014298,      -7.414165095,      -4.234127287
          0,           0,         936,      -9.332060816,      -5.946571628,      -7.414739273,      -4.232908307
          0,           0,         937,       -9.33498222,      -5.952109578,      -7.404448838,      -4.221497414
          0,           0,         938,      -9.345865574,      -5.955537666,      -7.428121415,        -4.2472691
          0,           0,         939,      -9.350605983,      -5.960110189,      -7.428662011,      -4.246062563
          0,           0,         940,      -9.353350852,      -5.965661291,      -7.418266138,      -4.234667551
          0,           0,         941,      -9.364237248,      -5.969106447,      -7.442077202,      -4.260456255
          0,           0,         942,      -9.368837087,      -5.973694192,      -7.442585027,      -4.259262171
          0,           0,         943,      -9.371407548,      -5.979258459,      -7.432087182,      -4.247883227
          0,           0,         944,      -9.382287051,       -5.98272069,      -7.456033418,      -4.273688854
          0,           0,         945,      -9.386745079,      -5.987323612,      -7.456509377,      -4.272507214
          0,           0,         946,      -9.389144085,      -5.992900924,       -7.44591278,      -4.261144406
          0,           0,         947,      -9.400006673,      -5.996380216,      -7.469990502,      -4.286966739
          0,           0,         948,      -9.404322511,      -6.000998304,      -7.470435631,      -4.285797474
          0,           0,         949,      -9.406554141,      -6.006588659,       -7.45974341,      -4.274450752
          0,           0,         950,      -9.417389875,      -6.010084981,      -7.483949789,      -4.300289991
          0,           0,         951,      -9.421563814,      -6.014718181,      -7.484364414,      -4.299133057
          0,           0,         952,      -9.423633176,      -6.020321623,      -7.473579758,       -4.28780256
          0,           0,         953,      -9.434432186,      -6.023834947,      -7.497911403,      -4.313658445
          0,           0,         954,      -9.438465443,      -6.028483231,      -7.498296885,      -4.312513898
          0,           0,         955,      -9.440378452,      -6.034099686,      -7.487422843,      -4.301199571
          0,           0,         956,      -9.451131065,      -6.037629984,      -7.511876664,      -4.327072179
          0,           0,         957,      -9.455025707,      -6.042293327,      -7.512233567,      -4.325939846
          0,           0,         958,      -9.456789368,      -6.047922803,      -7.501273585,      -4.314641911
          0,           0,         959,      -9.467486334,      -6.051470062,      -7.525845855,      -4.340530907
          0,           0,         960,      -9.471245069,      -6.056148395,      -7.526175271,      -4.339410896
          0,           0,         961,       -9.47286704,       -6.06179082,       -7.51513241,      -4.328129312
          0,           0,         962,      -9.483499443,      -6.065354978,      -7.539820095,      -4.354034775
          0,           0,         963,      -9.487125967,       -6.07004833,      -7.540123124,      -4.352927077
          0,           0,         964,      -9.488614608,      -6.075703732,      -7.529000306,      -4.341661888
          0,           0,         965,      -9.499174249,      -6.079284806,      -7.553800469,      -4.367583814
          0,           0,         966,      -9.502672875,      -6.083993132,      -7.554077557,       -4.36648833
          0,           0,         967,      -9.504037301,      -6.089661465,      -7.542878263,      -4.355239669
          0,           0,         968,      -9.514516313,      -6.093259436,      -7.567787278,      -4.381177843
          0,           0,         969,       -9.51789199,      -6.097982737,      -7.568039489,      -4.380094539
          0,           0,         970,      -9.519141829,      -6.103663914,      -7.556766931,      -4.368862451
          0,           0,         971,      -9.529533131,      -6.107278694,      -7.581781386,      -4.394816664
          0,           0,         972,      -9.532791371,      -6.112016853,      -7.582009629,      -4.393745489
          0,           0,         973,      -9.533936641,      -6.117710945,      -7.570666332,      -4.382529862
          0,           0,         974,      -9.544233885,      -6.121342567,       -7.59578401,      -4.408500521
          0,           0,         975,      -9.547380822,      -6.126095645,      -7.595989212,      -4.407441538
          0,           0,         976,      -9.548431818,      -6.131802551,      -7.584578534,      -4.396242485
          0,           0,         977,      -9.558629363,       -6.13545097,       -7.60979537,        -4.4222291
          0,           0,         978,      -9.561671585,       -6.14021891,      -7.609978253,      -4.421182301
          0,           0,         979,      -9.562638738,      -6.145938603,      -7.598503463,      -4.410000012
          0,           0,         980,      -9.572731721,      -6.149603771,      -7.623816814,      -4.436002668
          0,           0,         981,      -9.575676116,      -6.154386564,      -7.623978514,      -4.434967984
          0,           0,         982,       -9.57657003,       -6.16011907,      -7.612442309,      -4.423802399
          0,           0,         983,      -9.586554415,      -6.163800997,       -7.63784881,      -4.449820914
          0,           0,         984,      -9.589408112,      -6.168598639,      -7.637990189,      -4.448798311
          0,           0,         985,      -9.590239325,      -6.174343956,      -7.626395578,      -4.437649413
          0,           0,         986,      -9.600111803,      -6.178042565,      -7.651892378,      -4.463683831
          0,           0,         987,      -9.602882184,      -6.182854976,      -7.652014214,      -4.462673295
          0,           0,         988,      -9.603661091,       -6.18861305,      -7.640364074,      -4.451541302
          0,           0,         989,       -9.61341916,      -6.192328359,      -7.665948055,      -4.477591325
          0,           0,         990,      -9.616113517,      -6.197155513,      -7.666051316,      -4.476592925
          0,           0,         991,      -9.616850288,      -6.202926301,      -7.654348562,      -4.465477756
          0,           0,         992,       -9.62649219,      -6.206658264,      -7.680017034,      -4.491543594
          0,           0,         993,      -9.629118089,      -6.211500134,      -7.680102321,      -4.490557216
          0,           0,         994,      -9.629822595,      -6.217283662,      -7.668349719,      -4.479458751
          0,           0,         995,      -9.639347308,      -6.221032264,      -7.694099682,      -4.505540326
          0,           0,         996,      -9.641912162,      -6.225888848,       -7.69416797,      -4.504565803
          0,           0,         997,      -9.642593948,      -6.231685097,      -7.682368417,      -4.493484271
          0,           0,         998,      -9.652000948,      -6.235450247,      -7.708196964,      -4.519581462
          0,           0,         999,      -9.654512063,      -6.240321503,      -7.708249053,      -4.518618984
          0,           0,        1000,      -9.655180104,       -6.24613039,      -7.696405298,      -4.507554531
          0,           0,        1001,      -9.664469675,      -6.249912107,      -7.722309773,      -4.533667271
          0,           0,        1002,      -9.666934153,      -6.254797991,      -7.722346349,      -4.532716517
          0,           0,        1003,      -9.667597178,      -6.260619525,      -7.710460872,      -4.521668904
          0,           0,        1004,      -9.676770124,       -6.26441781,      -7.736438214,      -4.547797075
          0,           0,        1005,      -9.679194832,       -6.26931834,      -7.736460673,      -4.546858482
          0,           0,        1006,      -9.679860903,       -6.27515244,      -7.724536123,      -4.535827901
