"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         137,      -5.692188222,      -5.463869348,      -6.030330527,      -5.336586826,      -10.08051622
          0,           0,         138,       -5.69896955,      -5.470531029,      -6.040204697,      -5.340972701,      -10.07328657
          0,           0,         139,      -5.705389996,        -5.4769362,      -6.050512315,      -5.344156352,      -10.06535544
          0,           0,         140,      -5.711579323,      -5.483177318,      -6.060135016,      -5.346845804,      -10.05946263
          0,           0,         141,      -5.717669132,      -5.489336665,      -6.067722413,      -5.349709403,      -10.05059042
          0,           0,         142,      -5.723743322,      -5.495457385,      -6.071975216,      -5.353194452,      -10.04430125
          0,           0,         143,      -5.729745055,      -5.501582014,        -6.0720381,      -5.357502163,      -10.03464243
          0,           0,         144,      -5.735518779,      -5.507727375,      -6.067794936,      -5.362591743,      -10.02865582
          0,           0,         145,      -5.741251246,      -5.513886655,      -6.059932132,      -5.368899342,      -10.01861628
          0,           0,         146,      -5.747195519,      -5.520016146,      -6.049724656,      -5.376736242,      -10.01261511
          0,           0,         147,      -5.752963601,      -5.526076837,      -6.038655918,      -5.385296208,      -10.00428022
          0,           0,         148,       -5.75817056,      -5.532072077,      -6.028171034,      -5.393742451,      -9.992529398
          0,           0,         149,      -5.762539543,      -5.538002082,      -6.019470771,      -5.401508406,      -9.987277732
          0,           0,         150,      -5.766117706,      -5.543852113,      -6.013448882,       -5.40840409,      -9.978704633
          0,           0,         151,       -5.77022129,      -5.549591042,      -6.010703467,      -5.416309671,      -9.966280129
          0,           0,         152,      -5.774452585,      -5.555255561,      -6.011603106,      -5.423994888,      -9.961882107
          0,           0,         153,       -5.77803718,      -5.560918344,      -6.016318261,      -5.429979659,      -9.953296817
          0,           0,         154,       -5.78105488,      -5.566653209,      -6.024884677,      -5.434362208,      -9.945920824
          0,           0,         155,      -5.783823131,       -5.57249217,      -6.037203705,      -5.437738709,      -9.938805219
          0,           0,         156,      -5.786694753,      -5.578449285,      -6.053072079,      -5.440705612,      -9.927798198
          0,           0,         157,      -5.789966298,      -5.584580646,      -6.072159079,      -5.443774413,      -9.925964196
          0,           0,         158,      -5.793839704,      -5.590874861,      -6.094027186,      -5.447445406,      -9.921961997
          0,           0,         159,      -5.798719045,      -5.597335174,      -6.118089853,      -5.452519268,      -9.916784936
          0,           0,         160,      -5.804289832,      -5.603987107,      -6.143606813,      -5.458602558,      -9.913692684
          0,           0,         161,      -5.810435103,       -5.61084158,      -6.169692813,      -5.465649839,      -9.911361495
          0,           0,         162,      -5.817152363,        -5.6178917,      -6.195339413,      -5.473797859,      -9.905227195
          0,           0,         163,      -5.824433238,      -5.625118662,      -6.219490985,      -5.483118583,      -9.906129802
          0,           0,         164,      -5.832295495,      -5.632489537,      -6.241179966,      -5.493662352,      -9.900441547
          0,           0,         165,      -5.840724654,      -5.639968782,      -6.259686325,      -5.505391498,      -9.895039011
          0,           0,         166,      -5.849652739,      -5.647511444,      -6.274672407,      -5.518108552,      -9.909815244
          0,           0,         167,      -5.858983726,      -5.655075934,       -6.28622312,      -5.531535921,      -9.893523913
