"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         124,      -6.054570886,      -6.204373281,        -6.3032803,      -5.997115812,      -11.52835376
          0,           0,         125,      -6.057273729,      -6.216304821,       -6.30959601,      -5.999708226,      -11.52206217
          0,           0,         126,      -6.065084152,      -6.226218214,       -6.31611833,      -6.008755813,      -11.51552966
          0,           0,         127,      -6.073693952,      -6.234609049,      -6.322847197,      -6.018193383,       -11.5089179
          0,           0,         128,      -6.080915594,      -6.241822354,      -6.329403966,       -6.02578752,      -11.50232528
          0,           0,         129,      -6.085230733,      -6.247976488,      -6.335791063,       -6.03075107,       -11.4956152
          0,           0,         130,      -6.087223509,      -6.253290993,      -6.341948287,       -6.03381492,      -11.48853145
          0,           0,         131,      -6.088216672,      -6.257850638,      -6.347902077,      -6.036056132,      -11.48136802
          0,           0,         132,      -6.090646694,      -6.262243532,      -6.353705194,      -6.039192738,      -11.47430811
          0,           0,         133,      -6.092940948,      -6.266248203,      -6.359225664,       -6.04222621,      -11.46699611
          0,           0,         134,      -6.102718636,      -6.269452524,      -6.365189916,      -6.048705273,      -11.45966226
          0,           0,         135,      -6.107563479,      -6.278099468,      -6.371295664,      -6.052667886,      -11.45229361
          0,           0,         136,      -6.116022548,      -6.285276269,      -6.378299006,      -6.060731868,      -11.44487554
          0,           0,         137,        -6.1257383,      -6.291236237,      -6.385984207,      -6.069221397,      -11.43724641
          0,           0,         138,      -6.134180212,      -6.296381147,      -6.393727334,      -6.075375316,       -11.4295624
          0,           0,         139,       -6.14187367,      -6.301244301,       -6.40126483,       -6.08022519,      -11.42188433
          0,           0,         140,      -6.150270128,      -6.306948012,      -6.408679428,       -6.08995009,      -11.41404424
          0,           0,         141,      -6.146166964,      -6.308974358,      -6.415814327,      -6.091486428,      -11.40613298
          0,           0,         142,      -6.124316661,      -6.306484694,      -6.421529778,      -6.077135502,      -11.39808204
          0,           0,         143,      -6.083854908,      -6.301977311,      -6.424230638,      -6.033164087,      -11.38993449
          0,           0,         144,      -6.040109851,      -6.285575009,      -6.422708438,      -5.959940686,      -11.38170124
          0,           0,         145,      -6.063191517,      -6.250949849,       -6.42193544,      -5.957684185,      -11.37339976
          0,           0,         146,      -6.051765389,      -6.267373008,      -6.426015499,      -6.004586586,       -11.3650018
          0,           0,         147,      -5.985224863,      -6.278904023,      -6.425520862,      -5.923428337,      -11.35643106
          0,           0,         148,      -5.964548282,      -6.235324485,      -6.420926934,      -5.857756377,      -11.34781918
          0,           0,         149,      -6.043002379,      -6.242770795,      -6.427121299,      -5.983480779,      -11.33925625
          0,           0,         150,      -5.997976253,      -6.282663987,      -6.435525212,      -5.959323647,      -11.33052779
          0,           0,         151,      -5.984034092,      -6.275982813,      -6.438307243,      -5.905287014,      -11.32175136
          0,           0,         152,      -6.038276954,      -6.252232587,      -6.443818585,       -5.93798011,      -11.31306274
          0,           0,         153,      -6.096908894,      -6.291044849,      -6.458035653,      -6.047280996,      -11.30436226
          0,           0,         154,      -6.099147274,      -6.324968657,      -6.477099211,      -6.062184216,      -11.29569778
          0,           0,         155,      -6.110869117,      -6.338660208,       -6.49382316,      -6.063870716,      -11.28704713
          0,           0,         156,      -6.131785689,       -6.34658846,      -6.508686664,      -6.075060112,      -11.27841315
          0,           0,         157,      -6.163015943,       -6.35861449,      -6.525196851,      -6.103830207,      -11.26987571
          0,           0,         158,      -6.196748781,      -6.375789723,      -6.544058759,      -6.140463055,      -11.26152771
          0,           0,         159,      -6.220410486,      -6.388849389,      -6.564098825,      -6.164358374,       -11.2533016
          0,           0,         160,      -6.226144806,      -6.392057698,      -6.581045926,       -6.16675229,      -11.24511012
          0,           0,         161,      -6.222929179,      -6.392541021,      -6.593466957,      -6.162377449,      -11.23700127
          0,           0,         162,      -6.218983566,      -6.393967002,      -6.602777111,      -6.160713588,      -11.22897709
          0,           0,         163,      -6.215142396,      -6.396204525,      -6.609902496,      -6.161228238,       -11.2209573
          0,           0,         164,      -6.208004492,       -6.39618317,       -6.61475654,      -6.160433834,      -11.21303531
          0,           0,         165,      -6.197111265,      -6.392206298,      -6.616795358,      -6.157995869,      -11.20532812
          0,           0,         166,      -6.181096743,        -6.3773182,      -6.616130861,      -6.153256544,      -11.19779557
          0,           0,         167,      -6.214990121,       -6.34561616,      -6.611683949,      -6.165423204,      -11.19035992
          0,           0,         168,      -6.186005588,      -6.360519821,      -6.606694581,      -6.131012029,       -11.1830187
          0,           0,         169,      -6.173128339,       -6.37992709,      -6.605348624,      -6.126735747,      -11.17585848
          0,           0,         170,      -6.182471937,      -6.393816785,      -6.608641731,      -6.142862967,      -11.16889841
          0,           0,         171,      -6.195081276,      -6.404668438,      -6.614707004,      -6.161624052,       -11.1620855
          0,           0,         172,      -6.199209992,      -6.406880728,      -6.621661691,      -6.174285238,      -11.15540834
          0,           0,         173,      -6.233578343,      -6.392646803,      -6.628831934,      -6.201254212,      -11.14887653
          0,           0,         174,      -6.241133204,      -6.401204101,      -6.636117598,      -6.188637039,      -11.14248621
          0,           0,         175,       -6.23628124,      -6.429633459,      -6.643488905,      -6.187775238,      -11.13631011
          0,           0,         176,      -6.254758068,      -6.451708384,      -6.654631788,       -6.21072967,      -11.13029146
          0,           0,         177,      -6.278463172,      -6.471708447,      -6.667636559,        -6.2369298,      -11.12440988
          0,           0,         178,      -6.300491741,      -6.489654218,       -6.68093616,      -6.259403678,      -11.11878344
          0,           0,         179,      -6.320333904,      -6.504782634,      -6.695876971,      -6.278466347,      -11.11331712
          0,           0,         180,      -6.338574158,      -6.518051191,      -6.710139056,       -6.29523178,      -11.10798723
          0,           0,         181,      -6.353633258,       -6.52883368,      -6.724562416,      -6.309254954,      -11.10278327
          0,           0,         182,      -6.367157364,      -6.538007709,      -6.738202072,      -6.321969693,      -11.09774042
          0,           0,         183,      -6.379749424,      -6.546291278,      -6.750854983,      -6.333898825,      -11.09289599
          0,           0,         184,      -6.387493632,      -6.552877267,      -6.761591434,      -6.342187921,      -11.08820104
          0,           0,         185,      -6.389006953,      -6.556726172,      -6.771088234,       -6.34543649,      -11.08363975
          0,           0,         186,      -6.382281935,      -6.557505873,      -6.778594852,      -6.340632689,      -11.07921107
          0,           0,         187,       -6.36678306,      -6.555200319,      -6.783196284,      -6.324637036,      -11.07495382
          0,           0,         188,      -6.346688951,      -6.549932699,       -6.78435396,       -6.29870361,      -11.07084708
          0,           0,         189,      -6.331140664,      -6.542300045,      -6.783150895,      -6.272939175,      -11.06687318
          0,           0,         190,      -6.330558089,      -6.537129966,      -6.782851761,      -6.264117535,      -11.06302463
          0,           0,         191,      -6.349917672,      -6.542904327,      -6.787045767,      -6.283843358,      -11.05930678
          0,           0,         192,      -6.384369169,      -6.560972564,      -6.796881618,      -6.327497612,      -11.05569824
          0,           0,         193,      -6.427058272,       -6.58092375,      -6.810622704,      -6.381547475,        -11.052249
          0,           0,         194,      -6.449005612,      -6.595556753,      -6.825312194,      -6.406491616,      -11.04894839
          0,           0,         195,      -6.461997621,      -6.604361789,      -6.837954519,      -6.419457627,      -11.04573033
          0,           0,         196,      -6.468791021,      -6.611270808,      -6.849168666,      -6.426834641,      -11.04269475
          0,           0,         197,      -6.471484498,      -6.617105389,       -6.85978818,      -6.430915871,      -11.03974259
          0,           0,         198,      -6.472134896,      -6.621737055,      -6.870635516,      -6.433448427,      -11.03690141
          0,           0,         199,       -6.47134507,      -6.625297454,      -6.880120828,      -6.434836617,       -11.0341575
          0,           0,         200,      -6.469558074,      -6.627754621,      -6.888565317,      -6.435474224,       -11.0315128
          0,           0,         201,      -6.465933764,      -6.629037452,      -6.895706361,      -6.434728825,      -11.02896257
          0,           0,         202,      -6.460054815,      -6.629205926,       -6.90141731,       -6.43162301,      -11.02649531
          0,           0,         203,      -6.451277255,      -6.628631923,      -6.905026089,      -6.424639037,      -11.02407426
          0,           0,         204,      -6.440170754,      -6.627996746,      -6.905746419,      -6.413157954,      -11.02168424
          0,           0,         205,      -6.430137534,       -6.62778899,      -6.904647456,      -6.399590077,      -11.01936381
          0,           0,         206,      -6.425670197,      -6.628631819,      -6.903364297,      -6.389169643,      -11.01706775
          0,           0,         207,      -6.431141189,      -6.631815363,      -6.904634766,      -6.388952126,      -11.01482359
          0,           0,         208,      -6.448710121,      -6.639320015,       -6.91120648,      -6.404258225,      -11.01264433
          0,           0,         209,      -6.475959952,      -6.651868087,       -6.92375562,      -6.434018787,      -11.01052377
          0,           0,         210,       -6.50672062,      -6.666673724,      -6.941902096,      -6.469893318,      -11.00845383
          0,           0,         211,      -6.533409303,      -6.679248973,       -6.96291835,      -6.500100034,      -11.00641273
          0,           0,         212,      -6.551673633,      -6.687597249,      -6.983211809,      -6.518333574,      -11.00437367
          0,           0,         213,      -6.561918305,      -6.692842449,      -7.000028884,      -6.526704513,      -11.00232633
          0,           0,         214,      -6.567418264,      -6.696892984,       -7.01250242,      -6.530705764,       -11.0002836
          0,           0,         215,      -6.571492009,      -6.700929256,      -7.021271109,      -6.534393118,      -10.99826492
          0,           0,         216,        -6.5761247,      -6.705359334,      -7.027670959,      -6.539498439,      -10.99626373
          0,           0,         217,      -6.581970967,      -6.710169558,      -7.033014202,      -6.546230894,      -10.99437343
          0,           0,         218,      -6.588890897,      -6.715176201,      -7.038220498,      -6.554128314,      -10.99251708
