"Mach","Pressure","Pressure_Coefficient","Points:0","Points:1","Points:2"
1.0918,0.56344,0.13481,1.399,0.11698,0
1.0918,0.56341,0.13475,1.399,0.11719,0
1.0919,0.56338,0.1347,1.399,0.11741,0
1.0919,0.56335,0.13464,1.399,0.11763,0
1.0919,0.56332,0.13458,1.399,0.11785,0
1.092,0.5633,0.13453,1.399,0.11807,0
1.092,0.56327,0.13447,1.399,0.11828,0
1.092,0.56324,0.13442,1.399,0.1185,0
1.0921,0.56321,0.13436,1.399,0.11872,0
1.0921,0.56318,0.1343,1.399,0.11894,0
1.0921,0.56316,0.13425,1.399,0.11916,0
1.0921,0.56313,0.13419,1.399,0.11937,0
1.0922,0.5631,0.13413,1.399,0.11959,0
1.0922,0.56307,0.13408,1.399,0.11981,0
1.0922,0.56304,0.13402,1.399,0.12003,0
1.0923,0.56301,0.13396,1.399,0.12025,0
1.0923,0.56298,0.13391,1.399,0.12046,0
1.0923,0.56296,0.13385,1.399,0.12068,0
1.0923,0.56293,0.1338,1.399,0.1209,0
1.0924,0.5629,0.13374,1.399,0.12112,0
1.0924,0.56287,0.13369,1.399,0.12134,0
1.0924,0.56285,0.13363,1.399,0.12155,0
1.0924,0.56282,0.13357,1.399,0.12177,0
1.0925,0.56279,0.13351,1.399,0.12199,0
1.0925,0.56276,0.13345,1.399,0.12221,0
1.0925,0.56273,0.13339,1.399,0.12243,0
1.0925,0.5627,0.13333,1.399,0.12264,0
1.0926,0.56267,0.13328,1.399,0.12286,0
1.0926,0.56264,0.13322,1.399,0.12308,0
1.0926,0.56262,0.13317,1.399,0.1233,0
1.0926,0.56259,0.13312,1.399,0.12352,0
1.0927,0.56256,0.13306,1.399,0.12373,0
1.0927,0.56254,0.13301,1.399,0.12395,0
1.0927,0.56251,0.13296,1.399,0.12417,0
1.0927,0.56248,0.1329,1.399,0.12439,0
1.0928,0.56246,0.13285,1.399,0.12461,0
1.0928,0.56243,0.1328,1.399,0.12482,0
1.0928,0.5624,0.13274,1.399,0.12504,0
1.0928,0.56238,0.13269,1.399,0.12526,0
1.0929,0.56235,0.13263,1.399,0.12548,0
1.0929,0.56232,0.13258,1.399,0.1257,0
1.0929,0.56229,0.13252,1.399,0.12591,0
1.093,0.56227,0.13247,1.399,0.12613,0
1.093,0.56224,0.13241,1.399,0.12635,0
1.093,0.56221,0.13236,1.399,0.12657,0
1.093,0.56218,0.1323,1.399,0.12679,0
1.0931,0.56216,0.13225,1.399,0.127,0
1.0931,0.56213,0.1322,1.399,0.12722,0
1.0931,0.5621,0.13214,1.399,0.12744,0
1.0931,0.56208,0.13209,1.399,0.12766,0
1.0932,0.56205,0.13204,1.399,0.12788,0
1.0932,0.56203,0.13199,1.399,0.12809,0
1.0932,0.562,0.13194,1.399,0.12831,0
1.0932,0.56198,0.1319,1.399,0.12853,0
1.0933,0.56195,0.13185,1.399,0.12875,0
1.0933,0.56193,0.1318,1.399,0.12897,0
1.0933,0.5619,0.13174,1.399,0.12918,0
1.0933,0.56188,0.13169,1.399,0.1294,0
1.0934,0.56185,0.13164,1.399,0.12962,0
1.0934,0.56183,0.13159,1.399,0.12984,0
1.0934,0.5618,0.13154,1.399,0.13006,0
1.0934,0.56178,0.13149,1.399,0.13027,0
1.0934,0.56175,0.13144,1.399,0.13049,0
1.0935,0.56173,0.13139,1.399,0.13071,0
1.0935,0.5617,0.13134,1.399,0.13093,0
1.0935,0.56168,0.13129,1.399,0.13115,0
1.0935,0.56165,0.13124,1.399,0.13136,0
1.0935,0.56163,0.13119,1.399,0.13158,0
1.0936,0.5616,0.13114,1.399,0.1318,0
1.0936,0.56158,0.13109,1.399,0.13202,0
1.0936,0.56155,0.13104,1.399,0.13224,0
1.0936,0.56153,0.13099,1.399,0.13245,0
1.0936,0.5615,0.13095,1.399,0.13267,0
1.0937,0.56148,0.1309,1.399,0.13289,0
1.0937,0.56146,0.13086,1.399,0.13311,0
1.0937,0.56144,0.13081,1.399,0.13333,0
1.0937,0.56142,0.13077,1.399,0.13354,0
1.0937,0.56139,0.13072,1.399,0.13376,0
1.0937,0.56137,0.13067,1.399,0.13398,0
1.0938,0.56134,0.13062,1.399,0.1342,0
1.0938,0.56132,0.13057,1.399,0.13442,0
1.0938,0.56129,0.13052,1.399,0.13463,0
1.0938,0.56127,0.13047,1.399,0.13485,0
1.0938,0.56124,0.13042,1.399,0.13507,0
1.0939,0.56122,0.13037,1.399,0.13529,0
1.0939,0.56119,0.13032,1.399,0.13551,0
1.0939,0.56117,0.13028,1.399,0.13572,0
1.0939,0.56115,0.13023,1.399,0.13594,0
1.0939,0.56112,0.13018,1.399,0.13616,0
1.0939,0.5611,0.13013,1.399,0.13638,0
1.094,0.56107,0.13008,1.399,0.1366,0
1.094,0.56105,0.13003,1.399,0.13681,0
1.094,0.56102,0.12998,1.399,0.13703,0
1.094,0.561,0.12993,1.399,0.13725,0
1.094,0.56097,0.12988,1.399,0.13747,0
1.0941,0.56095,0.12984,1.399,0.13769,0
1.0941,0.56093,0.12979,1.399,0.1379,0
1.0941,0.5609,0.12975,1.399,0.13812,0
1.0941,0.56088,0.1297,1.399,0.13834,0
1.0941,0.56086,0.12966,1.399,0.13856,0
1.0941,0.56083,0.1296,1.399,0.13878,0
1.0941,0.56081,0.12955,1.399,0.13899,0
1.0942,0.56078,0.1295,1.399,0.13921,0
1.0942,0.56075,0.12944,1.399,0.13943,0
1.0942,0.56073,0.12939,1.399,0.13965,0
1.0942,0.5607,0.12933,1.399,0.13987,0
1.0942,0.56067,0.12928,1.399,0.14008,0
1.0943,0.56065,0.12923,1.399,0.1403,0
1.0943,0.56062,0.12918,1.399,0.14052,0
1.0943,0.5606,0.12913,1.399,0.14074,0
1.0943,0.56057,0.12908,1.399,0.14096,0
1.0943,0.56055,0.12903,1.399,0.14117,0
1.0944,0.56052,0.12898,1.399,0.14139,0
1.0944,0.56049,0.12892,1.399,0.14161,0
1.0944,0.56047,0.12887,1.399,0.14183,0
1.0944,0.56044,0.12882,1.399,0.14205,0
1.0944,0.56042,0.12877,1.399,0.14226,0
1.0944,0.56039,0.12872,1.399,0.14248,0
1.0945,0.56037,0.12867,1.399,0.1427,0
1.0945,0.56034,0.12862,1.399,0.14292,0
1.0945,0.56032,0.12857,1.399,0.14314,0
1.0945,0.56029,0.12853,1.399,0.14335,0
1.0945,0.56027,0.12848,1.399,0.14357,0
1.0945,0.56025,0.12843,1.399,0.14379,0
1.0945,0.56022,0.12838,1.399,0.14401,0
1.0946,0.5602,0.12834,1.399,0.14423,0
1.0946,0.56018,0.12829,1.399,0.14444,0
1.0946,0.56015,0.12824,1.399,0.14466,0
1.0946,0.56013,0.12819,1.399,0.14488,0
1.0946,0.56011,0.12815,1.399,0.1451,0
1.0946,0.56008,0.12811,1.399,0.14532,0
1.0946,0.56006,0.12806,1.399,0.14553,0
1.0946,0.56004,0.12802,1.399,0.14575,0
1.0947,0.56002,0.12797,1.399,0.14597,0
1.0947,0.56,0.12793,1.399,0.14619,0
1.0947,0.55997,0.12788,1.399,0.14641,0
1.0947,0.55995,0.12784,1.399,0.14662,0
1.0947,0.55993,0.1278,1.399,0.14684,0
1.0947,0.55991,0.12775,1.399,0.14706,0
1.0947,0.55989,0.12771,1.399,0.14728,0
1.0947,0.55987,0.12767,1.399,0.1475,0
1.0947,0.55985,0.12764,1.399,0.14771,0
1.0947,0.55983,0.1276,1.399,0.14793,0
1.0947,0.55982,0.12757,1.399,0.14815,0
1.0947,0.5598,0.12753,1.399,0.14837,0
1.0947,0.55978,0.12749,1.399,0.14859,0
1.0948,0.55975,0.12744,1.399,0.1488,0
1.0948,0.55973,0.12739,1.399,0.14902,0
1.0948,0.5597,0.12734,1.399,0.14924,0
1.0948,0.55968,0.12729,1.399,0.14946,0
1.0948,0.55965,0.12724,1.399,0.14968,0
1.0948,0.55963,0.12719,1.399,0.14989,0
1.0949,0.5596,0.12714,1.399,0.15011,0
1.0949,0.55958,0.12709,1.399,0.15033,0
1.0949,0.55955,0.12704,1.399,0.15055,0
1.0949,0.55953,0.12699,1.399,0.15077,0
1.0949,0.5595,0.12694,1.399,0.15098,0
1.0949,0.55948,0.12689,1.399,0.1512,0
1.095,0.55945,0.12684,1.399,0.15142,0
1.095,0.55942,0.12678,1.399,0.15164,0
1.095,0.55939,0.12673,1.399,0.15186,0
1.095,0.55937,0.12667,1.399,0.15207,0
1.095,0.55934,0.12662,1.399,0.15229,0
1.095,0.55932,0.12658,1.399,0.15251,0
1.0951,0.5593,0.12653,1.399,0.15273,0
1.0951,0.55927,0.12648,1.399,0.15295,0
1.0951,0.55925,0.12643,1.399,0.15316,0
1.0951,0.55923,0.12639,1.399,0.15338,0
1.0951,0.5592,0.12634,1.399,0.1536,0
1.0951,0.55917,0.12628,1.399,0.15382,0
1.0952,0.55915,0.12623,1.399,0.15404,0
1.0952,0.55912,0.12618,1.399,0.15425,0
1.0952,0.5591,0.12613,1.399,0.15447,0
1.0952,0.55907,0.12608,1.399,0.15469,0
1.0952,0.55904,0.12602,1.399,0.15491,0
1.0953,0.55902,0.12597,1.399,0.15513,0
1.0953,0.55899,0.12592,1.399,0.15534,0
1.0953,0.55896,0.12586,1.399,0.15556,0
1.0953,0.55894,0.12581,1.399,0.15578,0
1.0953,0.55891,0.12576,1.399,0.156,0
1.0954,0.55888,0.1257,1.399,0.15622,0
1.0954,0.55886,0.12565,1.399,0.15643,0
1.0954,0.55883,0.1256,1.399,0.15665,0
1.0954,0.55881,0.12555,1.399,0.15687,0
1.0954,0.55878,0.1255,1.399,0.15709,0
1.0954,0.55876,0.12545,1.399,0.15731,0
1.0954,0.55873,0.1254,1.399,0.15752,0
1.0955,0.55871,0.12535,1.399,0.15774,0
1.0955,0.55868,0.1253,1.399,0.15796,0
1.0955,0.55866,0.12526,1.399,0.15818,0
1.0955,0.55863,0.1252,1.399,0.1584,0
1.0955,0.5586,0.12515,1.399,0.15861,0
1.0956,0.55858,0.12509,1.399,0.15883,0
1.0956,0.55855,0.12504,1.399,0.15905,0
1.0956,0.55852,0.12498,1.399,0.15927,0
1.0956,0.55849,0.12493,1.399,0.15949,0
1.0956,0.55846,0.12487,1.399,0.1597,0
1.0957,0.55843,0.1248,1.399,0.15992,0
1.0957,0.5584,0.12474,1.399,0.16014,0
1.0957,0.55837,0.12467,1.399,0.16036,0
1.0958,0.55834,0.12461,1.399,0.16058,0
1.0958,0.55831,0.12455,1.399,0.16079,0
1.0958,0.55827,0.12448,1.399,0.16101,0
1.0959,0.55824,0.12441,1.399,0.16123,0
1.0959,0.5582,0.12434,1.399,0.16145,0
1.0959,0.55817,0.12427,1.399,0.16167,0
1.096,0.55813,0.1242,1.399,0.16188,0
1.096,0.5581,0.12413,1.399,0.1621,0
1.096,0.55807,0.12407,1.399,0.16232,0
1.0961,0.55804,0.12401,1.399,0.16254,0
1.0961,0.55801,0.12395,1.399,0.16276,0
1.0961,0.55798,0.12389,1.399,0.16297,0
1.0961,0.55795,0.12383,1.399,0.16319,0
1.0962,0.55792,0.12377,1.399,0.16341,0
1.0962,0.55788,0.1237,1.399,0.16363,0
1.0962,0.55785,0.12363,1.399,0.16385,0
1.0963,0.55781,0.12356,1.399,0.16406,0
1.0963,0.55778,0.12349,1.399,0.16428,0
1.0963,0.55774,0.12342,1.399,0.1645,0
1.0964,0.55771,0.12335,1.399,0.16472,0
1.0964,0.55768,0.12329,1.399,0.16494,0
1.0964,0.55765,0.12323,1.399,0.16515,0
1.0964,0.55762,0.12317,1.399,0.16537,0
1.0965,0.55759,0.12311,1.399,0.16559,0
1.0965,0.55756,0.12305,1.399,0.16581,0
1.0965,0.55753,0.12299,1.399,0.16603,0
1.0965,0.5575,0.12293,1.399,0.16624,0
1.0965,0.55747,0.12287,1.399,0.16646,0
1.0966,0.55744,0.12281,1.399,0.16668,0
1.0966,0.5574,0.12275,1.399,0.1669,0
1.0966,0.55737,0.12269,1.399,0.16712,0
1.0966,0.55735,0.12264,1.399,0.16733,0
1.0966,0.55733,0.1226,1.399,0.16755,0
1.0966,0.55731,0.12255,1.399,0.16777,0
1.0966,0.55729,0.12251,1.399,0.16799,0
1.0966,0.55726,0.12246,1.399,0.16821,0
1.0967,0.55724,0.12241,1.399,0.16842,0
1.0967,0.5572,0.12233,1.399,0.16864,0
1.0967,0.55716,0.12226,1.399,0.16886,0
1.0967,0.55712,0.12218,1.399,0.16908,0
1.0967,0.55709,0.12211,1.399,0.1693,0
1.0968,0.55705,0.12204,1.399,0.16951,0
1.0968,0.55702,0.12197,1.399,0.16973,0
1.0968,0.55699,0.12192,1.399,0.16995,0
1.0968,0.55697,0.12188,1.399,0.17017,0
1.0968,0.55695,0.12183,1.399,0.17039,0
1.0968,0.55692,0.12178,1.399,0.1706,0
1.0969,0.5569,0.12173,1.399,0.17082,0
1.0969,0.55687,0.12168,1.399,0.17104,0
1.0969,0.55684,0.12162,1.399,0.17126,0
1.0968,0.55681,0.12156,1.399,0.17148,0
1.0968,0.55678,0.12149,1.399,0.17169,0
1.0968,0.55675,0.12143,1.399,0.17191,0
1.0968,0.55672,0.12137,1.399,0.17213,0
1.0968,0.55669,0.12131,1.399,0.17235,0
1.0968,0.55665,0.12124,1.399,0.17257,0
1.0967,0.55662,0.12118,1.399,0.17278,0
1.0967,0.55659,0.12112,1.399,0.173,0
1.0967,0.55656,0.12106,1.399,0.17322,0
1.0967,0.55653,0.121,1.399,0.17344,0
1.0967,0.5565,0.12093,1.399,0.17366,0
1.0967,0.55647,0.12087,1.399,0.17387,0
1.0967,0.55644,0.12081,1.399,0.17409,0
1.0968,0.55641,0.12075,1.399,0.17431,0
1.0968,0.55638,0.12069,1.399,0.17453,0
1.0967,0.55634,0.12061,1.399,0.17475,0
1.0967,0.55629,0.12051,1.399,0.17496,0
1.0966,0.55623,0.12041,1.399,0.17518,0
1.0965,0.55618,0.1203,1.399,0.1754,0
1.0964,0.55613,0.1202,1.399,0.17562,0
1.0964,0.55608,0.12009,1.399,0.17584,0
1.0963,0.55603,0.11999,1.399,0.17605,0
1.0962,0.55598,0.11989,1.399,0.17627,0
1.0963,0.55592,0.11977,1.399,0.17649,0
1.0963,0.55585,0.11965,1.399,0.17671,0
1.0963,0.55579,0.11952,1.399,0.17693,0
1.0964,0.55573,0.1194,1.399,0.17714,0
1.0964,0.55567,0.11928,1.399,0.17736,0
1.0964,0.55561,0.11916,1.399,0.17758,0
1.0965,0.55555,0.11904,1.399,0.1778,0
1.0965,0.55549,0.11892,1.399,0.17802,0
1.0965,0.55543,0.1188,1.399,0.17823,0
1.0966,0.55537,0.11867,1.399,0.17845,0
1.0966,0.55531,0.11855,1.399,0.17867,0
1.0967,0.55525,0.11843,1.399,0.17889,0
1.0967,0.55519,0.11831,1.399,0.17911,0
1.0967,0.55513,0.11819,1.399,0.17932,0
1.0968,0.55507,0.11807,1.399,0.17954,0
1.0968,0.555,0.11795,1.399,0.17976,0
1.0968,0.55494,0.11782,1.399,0.17998,0
1.0969,0.55488,0.1177,1.399,0.1802,0
1.0969,0.55482,0.11758,1.399,0.18041,0
1.097,0.55476,0.11746,1.399,0.18063,0
1.097,0.5547,0.11734,1.399,0.18085,0
1.0971,0.55464,0.11722,1.399,0.18107,0
1.0971,0.55458,0.1171,1.399,0.18129,0
1.0972,0.55452,0.11698,1.399,0.1815,0
1.0972,0.55446,0.11686,1.399,0.18172,0
1.0973,0.5544,0.11675,1.399,0.18194,0
1.0973,0.55434,0.11663,1.399,0.18216,0
1.0974,0.55428,0.11651,1.399,0.18238,0
1.0975,0.55422,0.11639,1.399,0.18259,0
1.0975,0.55416,0.11627,1.399,0.18281,0
1.0976,0.55411,0.11615,1.399,0.18303,0
1.0976,0.55405,0.11603,1.399,0.18325,0
1.0977,0.55399,0.11591,1.399,0.18347,0
1.0977,0.55393,0.11579,1.399,0.18368,0
1.0978,0.55386,0.11565,1.399,0.1839,0
1.0979,0.55379,0.11551,1.399,0.18412,0
1.0979,0.55372,0.11537,1.399,0.18434,0
1.098,0.55365,0.11524,1.399,0.18456,0
1.0981,0.55358,0.1151,1.399,0.18477,0
1.0981,0.55351,0.11496,1.399,0.18499,0
1.0982,0.55344,0.11482,1.399,0.18521,0
1.0983,0.55337,0.11468,1.399,0.18543,0
1.0983,0.5533,0.11454,1.399,0.18565,0
1.0984,0.55323,0.1144,1.399,0.18586,0
1.0985,0.55316,0.11426,1.399,0.18608,0
1.0985,0.55309,0.11412,1.399,0.1863,0
1.0986,0.55302,0.11398,1.399,0.18652,0
1.0987,0.55295,0.11384,1.399,0.18674,0
1.0987,0.55288,0.1137,1.399,0.18695,0
1.0988,0.5528,0.11354,1.399,0.18717,0
1.0989,0.55272,0.11338,1.399,0.18739,0
1.099,0.55264,0.11322,1.399,0.18761,0
1.099,0.55256,0.11306,1.399,0.18783,0
1.0991,0.55248,0.1129,1.399,0.18804,0
1.0992,0.5524,0.11274,1.399,0.18826,0
1.0993,0.55232,0.11258,1.399,0.18848,0
1.0993,0.55224,0.11242,1.399,0.1887,0
1.0994,0.55216,0.11226,1.399,0.18892,0
1.0995,0.55208,0.1121,1.399,0.18913,0
1.0996,0.552,0.11194,1.399,0.18935,0
1.0996,0.55192,0.11178,1.399,0.18957,0
1.0997,0.55184,0.11162,1.399,0.18979,0
1.0998,0.55175,0.11145,1.399,0.19001,0
1.0999,0.55166,0.11126,1.399,0.19022,0
1.0999,0.55157,0.11108,1.399,0.19044,0
1.1,0.55148,0.1109,1.399,0.19066,0
1.1001,0.55139,0.11071,1.399,0.19088,0
1.1002,0.5513,0.11053,1.399,0.1911,0
1.1003,0.5512,0.11034,1.399,0.19131,0
1.1004,0.55111,0.11016,1.399,0.19153,0
1.1004,0.55102,0.10998,1.399,0.19175,0
1.1005,0.55093,0.10979,1.399,0.19197,0
1.1006,0.55084,0.10961,1.399,0.19219,0
1.1007,0.55074,0.10943,1.399,0.1924,0
1.1008,0.55065,0.10924,1.399,0.19262,0
1.1008,0.55055,0.10903,1.399,0.19284,0
1.1009,0.55044,0.10882,1.399,0.19306,0
1.101,0.55034,0.10861,1.399,0.19328,0
1.1011,0.55023,0.1084,1.399,0.19349,0
1.1012,0.55013,0.10819,1.399,0.19371,0
1.1013,0.55002,0.10798,1.399,0.19393,0
1.1014,0.54992,0.10777,1.399,0.19415,0
1.1014,0.54981,0.10756,1.399,0.19437,0
1.1015,0.54971,0.10735,1.399,0.19458,0
1.1016,0.5496,0.10714,1.399,0.1948,0
1.1017,0.5495,0.10693,1.399,0.19502,0
1.1018,0.54938,0.10669,1.399,0.19524,0
1.1019,0.54926,0.10645,1.399,0.19546,0
1.102,0.54914,0.10622,1.399,0.19567,0
1.1021,0.54902,0.10598,1.399,0.19589,0
1.1022,0.5489,0.10574,1.399,0.19611,0
1.1022,0.54879,0.10551,1.399,0.19633,0
1.1023,0.54867,0.10527,1.399,0.19655,0
1.1024,0.54855,0.10503,1.399,0.19676,0
1.1025,0.54843,0.1048,1.399,0.19698,0
1.1026,0.54831,0.10456,1.399,0.1972,0
1.1027,0.54818,0.10429,1.399,0.19742,0
1.1028,0.54804,0.10402,1.399,0.19764,0
1.1029,0.54791,0.10375,1.399,0.19785,0
1.103,0.54777,0.10349,1.399,0.19807,0
1.1031,0.54764,0.10322,1.399,0.19829,0
1.1032,0.54751,0.10295,1.399,0.19851,0
1.1033,0.54737,0.10268,1.399,0.19873,0
1.1034,0.54724,0.10241,1.399,0.19894,0
1.1034,0.5471,0.10214,1.399,0.19916,0
1.1035,0.54696,0.10185,1.399,0.19938,0
1.1036,0.54681,0.10155,1.399,0.1996,0
1.1037,0.54666,0.10125,1.399,0.19982,0
1.1038,0.54651,0.10095,1.399,0.20003,0
1.1039,0.54636,0.10065,1.399,0.20025,0
1.104,0.5462,0.10035,1.399,0.20047,0
1.1041,0.54605,0.10005,1.399,0.20069,0
1.1042,0.5459,0.099744,1.399,0.20091,0
1.1043,0.54575,0.099428,1.399,0.20112,0
1.1044,0.54558,0.099092,1.399,0.20134,0
1.1044,0.54541,0.098755,1.399,0.20156,0
1.1045,0.54524,0.098419,1.399,0.20178,0
1.1046,0.54507,0.098083,1.399,0.202,0
1.1047,0.5449,0.097746,1.399,0.20221,0
1.1048,0.54474,0.09741,1.399,0.20243,0
1.1049,0.54457,0.097073,1.399,0.20265,0
1.105,0.54438,0.096706,1.399,0.20287,0
1.105,0.5442,0.096332,1.399,0.20309,0
1.1051,0.54401,0.095958,1.399,0.2033,0
1.1052,0.54382,0.095584,1.399,0.20352,0
1.1053,0.54364,0.09521,1.399,0.20374,0
1.1054,0.54345,0.094836,1.399,0.20396,0
1.1055,0.54326,0.094462,1.399,0.20418,0
1.1055,0.54306,0.094049,1.399,0.20439,0
1.1056,0.54285,0.093634,1.399,0.20461,0
1.1057,0.54264,0.093218,1.399,0.20483,0
1.1058,0.54243,0.092803,1.399,0.20505,0
1.1058,0.54223,0.092387,1.399,0.20527,0
1.1059,0.54202,0.091972,1.399,0.20548,0
1.106,0.5418,0.091527,1.399,0.2057,0
1.106,0.54156,0.091065,1.399,0.20592,0
1.1061,0.54133,0.090604,1.399,0.20614,0
1.1062,0.5411,0.090142,1.399,0.20636,0
1.1062,0.54087,0.089681,1.399,0.20657,0
1.1063,0.54064,0.089219,1.399,0.20679,0
1.1063,0.54039,0.088711,1.399,0.20701,0
1.1064,0.54013,0.088199,1.399,0.20723,0
1.1064,0.53988,0.087687,1.399,0.20745,0
1.1065,0.53962,0.087176,1.399,0.20766,0
1.1065,0.53936,0.086664,1.399,0.20788,0
1.1066,0.53909,0.086109,1.399,0.2081,0
1.1066,0.5388,0.08554,1.399,0.20832,0
1.1066,0.53852,0.084971,1.399,0.20854,0
1.1067,0.53823,0.084402,1.399,0.20875,0
1.1067,0.53795,0.083831,1.399,0.20897,0
1.1067,0.53763,0.083196,1.399,0.20919,0
1.1067,0.53731,0.08256,1.399,0.20941,0
1.1068,0.53699,0.081925,1.399,0.20963,0
1.1068,0.53668,0.081289,1.399,0.20984,0
1.1068,0.53633,0.080596,1.399,0.21006,0
1.1068,0.53597,0.079884,1.399,0.21028,0
1.1068,0.53562,0.079172,1.399,0.2105,0
1.1068,0.53526,0.07846,1.399,0.21072,0
1.1068,0.53487,0.077669,1.399,0.21093,0
1.1067,0.53446,0.076865,1.399,0.21115,0
1.1066,0.53406,0.07606,1.399,0.21137,0
1.1064,0.53364,0.075207,1.399,0.21159,0
1.1057,0.53315,0.074243,1.399,0.21181,0
1.105,0.53267,0.073278,1.399,0.21202,0
1.1042,0.53218,0.07229,1.399,0.21224,0
1.1012,0.53154,0.071025,1.399,0.21246,0
1.0982,0.53091,0.069761,1.399,0.21268,0
1.0949,0.53027,0.068478,1.399,0.2129,0
1.0895,0.52958,0.067091,1.399,0.21311,0
1.084,0.52888,0.065704,1.399,0.21333,0
1.0779,0.5282,0.064337,1.399,0.21355,0
1.0709,0.52753,0.062991,1.399,0.21377,0
1.0638,0.52686,0.061648,1.399,0.21399,0
1.0559,0.52621,0.060348,1.399,0.2142,0
1.0481,0.52556,0.059048,1.399,0.21442,0
1.0397,0.52492,0.057784,1.399,0.21464,0
1.0312,0.52429,0.056526,1.399,0.21486,0
1.0225,0.52369,0.055308,1.399,0.21508,0
1.0136,0.52308,0.054099,1.399,0.21529,0
1.0044,0.52249,0.052923,1.399,0.21551,0
0.99504,0.52195,0.051831,1.399,0.21573,0
0.98535,0.52146,0.050866,1.399,0.21595,0
0.97551,0.52091,0.049756,1.399,0.21617,0
0.96551,0.52035,0.048628,1.399,0.21638,0
0.95526,0.51978,0.047495,1.399,0.2166,0
0.94467,0.51921,0.046348,1.399,0.21682,0
0.93363,0.51862,0.045177,1.399,0.21704,0
0.92203,0.51802,0.043974,1.399,0.21726,0
0.90969,0.5174,0.042731,1.399,0.21747,0
0.89641,0.51676,0.041447,1.399,0.21769,0
0.88167,0.51609,0.040114,1.399,0.21791,0
0.86491,0.5154,0.038729,1.399,0.21813,0
0.84484,0.51468,0.037291,1.399,0.21835,0
0.81916,0.51393,0.035803,1.399,0.21856,0
0.78315,0.51313,0.034198,1.399,0.21878,0
0.71687,0.51234,0.032614,1.399,0.219,0
