"Pressure","Points:0","Points:1","Points:2"
0.49614,-4.2,1.7876,0
0.49614,-4.2,1.7919,0
0.49614,-4.2,1.7962,0
0.49614,-4.2,1.8005,0
0.49614,-4.2,1.8048,0
0.49614,-4.2,1.8091,0
0.49614,-4.2,1.8135,0
0.49614,-4.2,1.8178,0
0.49614,-4.2,1.8221,0
0.49614,-4.2,1.8264,0
0.49614,-4.2,1.8307,0
0.49614,-4.2,1.835,0
0.49614,-4.2,1.8393,0
0.49614,-4.2,1.8436,0
0.49614,-4.2,1.8479,0
0.49614,-4.2,1.8522,0
0.49614,-4.2,1.8565,0
0.49613,-4.2,1.8608,0
0.49613,-4.2,1.8651,0
0.49613,-4.2,1.8694,0
0.49613,-4.2,1.8738,0
0.49613,-4.2,1.8781,0
0.49613,-4.2,1.8824,0
0.49613,-4.2,1.8867,0
0.49613,-4.2,1.891,0
0.49613,-4.2,1.8953,0
0.49613,-4.2,1.8996,0
0.49613,-4.2,1.9039,0
0.49613,-4.2,1.9082,0
0.49613,-4.2,1.9125,0
0.49613,-4.2,1.9168,0
0.49613,-4.2,1.9211,0
0.49613,-4.2,1.9254,0
0.49613,-4.2,1.9298,0
0.49613,-4.2,1.9341,0
0.49613,-4.2,1.9384,0
0.49613,-4.2,1.9427,0
0.49613,-4.2,1.947,0
0.49613,-4.2,1.9513,0
0.49613,-4.2,1.9556,0
0.49613,-4.2,1.9599,0
0.49613,-4.2,1.9642,0
0.49613,-4.2,1.9685,0
0.49613,-4.2,1.9728,0
0.49613,-4.2,1.9771,0
0.49613,-4.2,1.9814,0
0.49613,-4.2,1.9858,0
0.49613,-4.2,1.9901,0
0.49613,-4.2,1.9944,0
0.49613,-4.2,1.9987,0
0.49613,-4.2,2.003,0
0.49613,-4.2,2.0073,0
0.49613,-4.2,2.0116,0
0.49613,-4.2,2.0159,0
0.49613,-4.2,2.0202,0
0.49613,-4.2,2.0245,0
0.49613,-4.2,2.0288,0
0.49613,-4.2,2.0331,0
0.49613,-4.2,2.0374,0
0.49613,-4.2,2.0417,0
0.49613,-4.2,2.0461,0
0.49613,-4.2,2.0504,0
0.49613,-4.2,2.0547,0
0.49613,-4.2,2.059,0
0.49614,-4.2,2.0633,0
0.49614,-4.2,2.0676,0
0.49614,-4.2,2.0719,0
0.49614,-4.2,2.0762,0
0.49614,-4.2,2.0805,0
0.49614,-4.2,2.0848,0
0.49614,-4.2,2.0891,0
0.49614,-4.2,2.0934,0
0.49614,-4.2,2.0977,0
0.49614,-4.2,2.1021,0
0.49614,-4.2,2.1064,0
0.49614,-4.2,2.1107,0
0.49614,-4.2,2.115,0
0.49614,-4.2,2.1193,0
0.49614,-4.2,2.1236,0
0.49614,-4.2,2.1279,0
0.49614,-4.2,2.1322,0
0.49614,-4.2,2.1365,0
0.49614,-4.2,2.1408,0
0.49614,-4.2,2.1451,0
0.49614,-4.2,2.1494,0
0.49614,-4.2,2.1537,0
0.49614,-4.2,2.1581,0
0.49614,-4.2,2.1624,0
0.49614,-4.2,2.1667,0
0.49614,-4.2,2.171,0
0.49614,-4.2,2.1753,0
0.49614,-4.2,2.1796,0
0.49614,-4.2,2.1839,0
0.49614,-4.2,2.1882,0
0.49614,-4.2,2.1925,0
0.49614,-4.2,2.1968,0
0.49614,-4.2,2.2011,0
0.49614,-4.2,2.2054,0
0.49614,-4.2,2.2097,0
0.49614,-4.2,2.214,0
0.49614,-4.2,2.2184,0
0.49614,-4.2,2.2227,0
0.49614,-4.2,2.227,0
0.49614,-4.2,2.2313,0
0.49614,-4.2,2.2356,0
0.49614,-4.2,2.2399,0
0.49614,-4.2,2.2442,0
0.49614,-4.2,2.2485,0
0.49614,-4.2,2.2528,0
0.49614,-4.2,2.2571,0
0.49614,-4.2,2.2614,0
0.49614,-4.2,2.2657,0
0.49614,-4.2,2.27,0
0.49614,-4.2,2.2744,0
0.49614,-4.2,2.2787,0
0.49614,-4.2,2.283,0
0.49614,-4.2,2.2873,0
0.49614,-4.2,2.2916,0
0.49614,-4.2,2.2959,0
0.49614,-4.2,2.3002,0
0.49614,-4.2,2.3045,0
0.49614,-4.2,2.3088,0
0.49614,-4.2,2.3131,0
0.49614,-4.2,2.3174,0
0.49614,-4.2,2.3217,0
0.49614,-4.2,2.326,0
0.49614,-4.2,2.3303,0
0.49614,-4.2,2.3347,0
0.49614,-4.2,2.339,0
0.49614,-4.2,2.3433,0
0.49614,-4.2,2.3476,0
0.49614,-4.2,2.3519,0
0.49614,-4.2,2.3562,0
0.49614,-4.2,2.3605,0
0.49614,-4.2,2.3648,0
0.49614,-4.2,2.3691,0
0.49614,-4.2,2.3734,0
0.49614,-4.2,2.3777,0
0.49614,-4.2,2.382,0
0.49614,-4.2,2.3863,0
0.49614,-4.2,2.3907,0
0.49614,-4.2,2.395,0
0.49614,-4.2,2.3993,0
0.49614,-4.2,2.4036,0
0.49614,-4.2,2.4079,0
0.49614,-4.2,2.4122,0
0.49614,-4.2,2.4165,0
0.49614,-4.2,2.4208,0
0.49614,-4.2,2.4251,0
0.49614,-4.2,2.4294,0
0.49614,-4.2,2.4337,0
0.49614,-4.2,2.438,0
0.49614,-4.2,2.4423,0
0.49614,-4.2,2.4467,0
0.49614,-4.2,2.451,0
0.49614,-4.2,2.4553,0
0.49614,-4.2,2.4596,0
0.49614,-4.2,2.4639,0
0.49614,-4.2,2.4682,0
0.49614,-4.2,2.4725,0
0.49614,-4.2,2.4768,0
0.49614,-4.2,2.4811,0
0.49614,-4.2,2.4854,0
0.49614,-4.2,2.4897,0
0.49614,-4.2,2.494,0
0.49614,-4.2,2.4983,0
0.49614,-4.2,2.5026,0
0.49614,-4.2,2.507,0
0.49614,-4.2,2.5113,0
0.49614,-4.2,2.5156,0
0.49614,-4.2,2.5199,0
0.49614,-4.2,2.5242,0
0.49614,-4.2,2.5285,0
0.49614,-4.2,2.5328,0
0.49614,-4.2,2.5371,0
0.49614,-4.2,2.5414,0
0.49614,-4.2,2.5457,0
0.49614,-4.2,2.55,0
0.49614,-4.2,2.5543,0
0.49614,-4.2,2.5586,0
0.49614,-4.2,2.563,0
0.49614,-4.2,2.5673,0
0.49614,-4.2,2.5716,0
0.49614,-4.2,2.5759,0
0.49614,-4.2,2.5802,0
0.49614,-4.2,2.5845,0
0.49614,-4.2,2.5888,0
0.49614,-4.2,2.5931,0
0.49614,-4.2,2.5974,0
0.49614,-4.2,2.6017,0
0.49614,-4.2,2.606,0
0.49614,-4.2,2.6103,0
0.49614,-4.2,2.6146,0
0.49614,-4.2,2.619,0
0.49614,-4.2,2.6233,0
0.49614,-4.2,2.6276,0
0.49614,-4.2,2.6319,0
0.49614,-4.2,2.6362,0
0.49614,-4.2,2.6405,0
0.49614,-4.2,2.6448,0
0.49614,-4.2,2.6491,0
0.49614,-4.2,2.6534,0
0.49614,-4.2,2.6577,0
0.49614,-4.2,2.662,0
0.49614,-4.2,2.6663,0
0.49614,-4.2,2.6706,0
0.49614,-4.2,2.6749,0
0.49614,-4.2,2.6793,0
0.49614,-4.2,2.6836,0
0.49614,-4.2,2.6879,0
0.49614,-4.2,2.6922,0
0.49614,-4.2,2.6965,0
0.49614,-4.2,2.7008,0
0.49614,-4.2,2.7051,0
0.49614,-4.2,2.7094,0
0.49614,-4.2,2.7137,0
0.49614,-4.2,2.718,0
0.49614,-4.2,2.7223,0
0.49614,-4.2,2.7266,0
0.49614,-4.2,2.7309,0
0.49614,-4.2,2.7353,0
0.49614,-4.2,2.7396,0
0.49614,-4.2,2.7439,0
0.49614,-4.2,2.7482,0
0.49614,-4.2,2.7525,0
0.49614,-4.2,2.7568,0
0.49614,-4.2,2.7611,0
0.49614,-4.2,2.7654,0
0.49614,-4.2,2.7697,0
0.49614,-4.2,2.774,0
0.49614,-4.2,2.7783,0
0.49614,-4.2,2.7826,0
0.49614,-4.2,2.7869,0
0.49614,-4.2,2.7913,0
0.49614,-4.2,2.7956,0
0.49614,-4.2,2.7999,0
0.49614,-4.2,2.8042,0
0.49614,-4.2,2.8085,0
0.49614,-4.2,2.8128,0
0.49614,-4.2,2.8171,0
0.49614,-4.2,2.8214,0
0.49614,-4.2,2.8257,0
0.49614,-4.2,2.83,0
0.49614,-4.2,2.8343,0
0.49614,-4.2,2.8386,0
0.49614,-4.2,2.8429,0
0.49614,-4.2,2.8472,0
0.49614,-4.2,2.8516,0
0.49614,-4.2,2.8559,0
0.49614,-4.2,2.8602,0
0.49614,-4.2,2.8645,0
0.49614,-4.2,2.8688,0
0.49614,-4.2,2.8731,0
0.49614,-4.2,2.8774,0
0.49614,-4.2,2.8817,0
0.49614,-4.2,2.886,0
0.49614,-4.2,2.8903,0
0.49614,-4.2,2.8946,0
0.49614,-4.2,2.8989,0
0.49614,-4.2,2.9032,0
0.49614,-4.2,2.9076,0
0.49614,-4.2,2.9119,0
0.49614,-4.2,2.9162,0
0.49614,-4.2,2.9205,0
0.49614,-4.2,2.9248,0
0.49614,-4.2,2.9291,0
0.49614,-4.2,2.9334,0
0.49614,-4.2,2.9377,0
0.49614,-4.2,2.942,0
0.49614,-4.2,2.9463,0
0.49614,-4.2,2.9506,0
0.49614,-4.2,2.9549,0
0.49614,-4.2,2.9592,0
0.49614,-4.2,2.9636,0
0.49614,-4.2,2.9679,0
0.49614,-4.2,2.9722,0
0.49614,-4.2,2.9765,0
0.49614,-4.2,2.9808,0
0.49614,-4.2,2.9851,0
0.49614,-4.2,2.9894,0
0.49614,-4.2,2.9937,0
0.49614,-4.2,2.998,0
0.49614,-4.2,3.0023,0
0.49614,-4.2,3.0066,0
0.49614,-4.2,3.0109,0
0.49614,-4.2,3.0152,0
0.49614,-4.2,3.0195,0
0.49614,-4.2,3.0239,0
0.49614,-4.2,3.0282,0
0.49614,-4.2,3.0325,0
0.49614,-4.2,3.0368,0
0.49614,-4.2,3.0411,0
0.49614,-4.2,3.0454,0
0.49614,-4.2,3.0497,0
0.49614,-4.2,3.054,0
0.49614,-4.2,3.0583,0
0.49614,-4.2,3.0626,0
0.49614,-4.2,3.0669,0
0.49614,-4.2,3.0712,0
0.49614,-4.2,3.0755,0
0.49614,-4.2,3.0799,0
0.49614,-4.2,3.0842,0
0.49614,-4.2,3.0885,0
0.49614,-4.2,3.0928,0
0.49614,-4.2,3.0971,0
0.49614,-4.2,3.1014,0
0.49614,-4.2,3.1057,0
0.49614,-4.2,3.11,0
0.49614,-4.2,3.1143,0
0.49614,-4.2,3.1186,0
0.49614,-4.2,3.1229,0
0.49614,-4.2,3.1272,0
0.49614,-4.2,3.1315,0
0.49614,-4.2,3.1358,0
0.49614,-4.2,3.1402,0
0.49614,-4.2,3.1445,0
0.49614,-4.2,3.1488,0
0.49614,-4.2,3.1531,0
0.49614,-4.2,3.1574,0
0.49614,-4.2,3.1617,0
0.49614,-4.2,3.166,0
0.49614,-4.2,3.1703,0
0.49614,-4.2,3.1746,0
0.49614,-4.2,3.1789,0
0.49614,-4.2,3.1832,0
0.49614,-4.2,3.1875,0
0.49614,-4.2,3.1918,0
0.49614,-4.2,3.1962,0
0.49614,-4.2,3.2005,0
0.49614,-4.2,3.2048,0
0.49614,-4.2,3.2091,0
0.49614,-4.2,3.2134,0
0.49614,-4.2,3.2177,0
0.49614,-4.2,3.222,0
0.49614,-4.2,3.2263,0
0.49614,-4.2,3.2306,0
0.49614,-4.2,3.2349,0
0.49614,-4.2,3.2392,0
0.49614,-4.2,3.2435,0
0.49614,-4.2,3.2478,0
0.49614,-4.2,3.2522,0
0.49614,-4.2,3.2565,0
0.49614,-4.2,3.2608,0
0.49614,-4.2,3.2651,0
0.49614,-4.2,3.2694,0
0.49614,-4.2,3.2737,0
0.49614,-4.2,3.278,0
0.49614,-4.2,3.2823,0
0.49614,-4.2,3.2866,0
0.49614,-4.2,3.2909,0
0.49614,-4.2,3.2952,0
0.49614,-4.2,3.2995,0
0.49614,-4.2,3.3038,0
0.49614,-4.2,3.3081,0
0.49614,-4.2,3.3125,0
0.49614,-4.2,3.3168,0
0.49614,-4.2,3.3211,0
0.49614,-4.2,3.3254,0
0.49614,-4.2,3.3297,0
0.49614,-4.2,3.334,0
0.49614,-4.2,3.3383,0
0.49614,-4.2,3.3426,0
0.49614,-4.2,3.3469,0
0.49614,-4.2,3.3512,0
0.49614,-4.2,3.3555,0
0.49613,-4.2,3.3598,0
0.49613,-4.2,3.3641,0
0.49613,-4.2,3.3685,0
0.49613,-4.2,3.3728,0
0.49613,-4.2,3.3771,0
0.49613,-4.2,3.3814,0
0.49613,-4.2,3.3857,0
0.49613,-4.2,3.39,0
0.49613,-4.2,3.3943,0
0.49613,-4.2,3.3986,0
0.49613,-4.2,3.4029,0
0.49613,-4.2,3.4072,0
0.49613,-4.2,3.4115,0
0.49613,-4.2,3.4158,0
0.49613,-4.2,3.4201,0
0.49613,-4.2,3.4245,0
0.49613,-4.2,3.4288,0
0.49613,-4.2,3.4331,0
0.49613,-4.2,3.4374,0
0.49613,-4.2,3.4417,0
0.49613,-4.2,3.446,0
0.49613,-4.2,3.4503,0
0.49613,-4.2,3.4546,0
0.49613,-4.2,3.4589,0
0.49613,-4.2,3.4632,0
0.49613,-4.2,3.4675,0
0.49613,-4.2,3.4718,0
0.49613,-4.2,3.4761,0
0.49613,-4.2,3.4804,0
0.49613,-4.2,3.4848,0
0.49613,-4.2,3.4891,0
0.49613,-4.2,3.4934,0
0.49613,-4.2,3.4977,0
0.49613,-4.2,3.502,0
0.49613,-4.2,3.5063,0
0.49614,-4.2,3.5106,0
0.49614,-4.2,3.5149,0
0.49614,-4.2,3.5192,0
0.49614,-4.2,3.5235,0
0.49614,-4.2,3.5278,0
0.49614,-4.2,3.5321,0
0.49614,-4.2,3.5364,0
