"Pressure","Points:0","Points:1","Points:2"
0.49614,-4.2,3.5408,0
0.49614,-4.2,3.5451,0
0.49614,-4.2,3.5494,0
0.49614,-4.2,3.5537,0
0.49614,-4.2,3.558,0
0.49614,-4.2,3.5623,0
0.49614,-4.2,3.5666,0
0.49614,-4.2,3.5709,0
0.49614,-4.2,3.5752,0
0.49614,-4.2,3.5795,0
0.49614,-4.2,3.5838,0
0.49614,-4.2,3.5881,0
0.49614,-4.2,3.5924,0
0.49614,-4.2,3.5968,0
0.49614,-4.2,3.6011,0
0.49614,-4.2,3.6054,0
0.49614,-4.2,3.6097,0
0.49614,-4.2,3.614,0
0.49614,-4.2,3.6183,0
0.49614,-4.2,3.6226,0
0.49614,-4.2,3.6269,0
0.49614,-4.2,3.6312,0
0.49614,-4.2,3.6355,0
0.49614,-4.2,3.6398,0
0.49614,-4.2,3.6441,0
0.49614,-4.2,3.6484,0
0.49614,-4.2,3.6527,0
0.49614,-4.2,3.6571,0
0.49614,-4.2,3.6614,0
0.49614,-4.2,3.6657,0
0.49614,-4.2,3.67,0
0.49614,-4.2,3.6743,0
0.49614,-4.2,3.6786,0
0.49614,-4.2,3.6829,0
0.49614,-4.2,3.6872,0
0.49614,-4.2,3.6915,0
0.49614,-4.2,3.6958,0
0.49614,-4.2,3.7001,0
0.49614,-4.2,3.7044,0
0.49614,-4.2,3.7087,0
0.49614,-4.2,3.7131,0
0.49614,-4.2,3.7174,0
0.49614,-4.2,3.7217,0
0.49614,-4.2,3.726,0
0.49614,-4.2,3.7303,0
0.49614,-4.2,3.7346,0
0.49614,-4.2,3.7389,0
0.49614,-4.2,3.7432,0
0.49614,-4.2,3.7475,0
0.49614,-4.2,3.7518,0
0.49614,-4.2,3.7561,0
0.49614,-4.2,3.7604,0
0.49614,-4.2,3.7647,0
0.49614,-4.2,3.769,0
0.49614,-4.2,3.7734,0
0.49614,-4.2,3.7777,0
0.49614,-4.2,3.782,0
0.49614,-4.2,3.7863,0
0.49614,-4.2,3.7906,0
0.49614,-4.2,3.7949,0
0.49614,-4.2,3.7992,0
0.49614,-4.2,3.8035,0
0.49613,-4.2,3.8078,0
0.49613,-4.2,3.8121,0
0.49613,-4.2,3.8164,0
0.49613,-4.2,3.8207,0
0.49613,-4.2,3.825,0
0.49613,-4.2,3.8294,0
0.49613,-4.2,3.8337,0
0.49613,-4.2,3.838,0
0.49613,-4.2,3.8423,0
0.49613,-4.2,3.8466,0
0.49613,-4.2,3.8509,0
0.49613,-4.2,3.8552,0
0.49613,-4.2,3.8595,0
0.49613,-4.2,3.8638,0
0.49613,-4.2,3.8681,0
0.49613,-4.2,3.8724,0
0.49613,-4.2,3.8767,0
0.49613,-4.2,3.881,0
0.49613,-4.2,3.8854,0
0.49613,-4.2,3.8897,0
0.49613,-4.2,3.894,0
0.49613,-4.2,3.8983,0
0.49613,-4.2,3.9026,0
0.49613,-4.2,3.9069,0
0.49613,-4.2,3.9112,0
0.49613,-4.2,3.9155,0
0.49613,-4.2,3.9198,0
0.49613,-4.2,3.9241,0
0.49613,-4.2,3.9284,0
0.49613,-4.2,3.9327,0
0.49613,-4.2,3.937,0
0.49613,-4.2,3.9413,0
0.49613,-4.2,3.9457,0
0.49613,-4.2,3.95,0
0.49613,-4.2,3.9543,0
0.49613,-4.2,3.9586,0
0.49613,-4.2,3.9629,0
0.49613,-4.2,3.9672,0
0.49613,-4.2,3.9715,0
0.49613,-4.2,3.9758,0
0.49613,-4.2,3.9801,0
0.49613,-4.2,3.9844,0
0.49613,-4.2,3.9887,0
0.49613,-4.2,3.993,0
0.49613,-4.2,3.9973,0
0.49613,-4.2,4.0017,0
0.49613,-4.2,4.006,0
0.49613,-4.2,4.0103,0
0.49613,-4.2,4.0146,0
0.49613,-4.2,4.0189,0
0.49613,-4.2,4.0232,0
0.49613,-4.2,4.0275,0
0.49613,-4.2,4.0318,0
0.49613,-4.2,4.0361,0
0.49613,-4.2,4.0404,0
0.49613,-4.2,4.0447,0
0.49613,-4.2,4.049,0
0.49613,-4.2,4.0533,0
0.49613,-4.2,4.0577,0
0.49613,-4.2,4.062,0
0.49613,-4.2,4.0663,0
0.49613,-4.2,4.0706,0
0.49613,-4.2,4.0749,0
0.49613,-4.2,4.0792,0
0.49613,-4.2,4.0835,0
0.49613,-4.2,4.0878,0
0.49613,-4.2,4.0921,0
0.49613,-4.2,4.0964,0
0.49613,-4.2,4.1007,0
0.49613,-4.2,4.105,0
0.49613,-4.2,4.1093,0
0.49613,-4.2,4.1136,0
0.49613,-4.2,4.118,0
0.49613,-4.2,4.1223,0
0.49613,-4.2,4.1266,0
0.49613,-4.2,4.1309,0
0.49613,-4.2,4.1352,0
0.49613,-4.2,4.1395,0
0.49613,-4.2,4.1438,0
0.49613,-4.2,4.1481,0
0.49613,-4.2,4.1524,0
0.49613,-4.2,4.1567,0
0.49613,-4.2,4.161,0
0.49613,-4.2,4.1653,0
0.49613,-4.2,4.1696,0
0.49613,-4.2,4.174,0
0.49613,-4.2,4.1783,0
0.49613,-4.2,4.1826,0
0.49613,-4.2,4.1869,0
0.49613,-4.2,4.1912,0
0.49613,-4.2,4.1955,0
0.49613,-4.2,4.1998,0
0.49613,-4.2,4.2041,0
0.49613,-4.2,4.2084,0
0.49613,-4.2,4.2127,0
0.49612,-4.2,4.217,0
0.49612,-4.2,4.2213,0
0.49612,-4.2,4.2256,0
0.49612,-4.2,4.23,0
0.49612,-4.2,4.2343,0
0.49612,-4.2,4.2386,0
0.49612,-4.2,4.2429,0
0.49612,-4.2,4.2472,0
0.49612,-4.2,4.2515,0
0.49612,-4.2,4.2558,0
0.49612,-4.2,4.2601,0
0.49612,-4.2,4.2644,0
0.49612,-4.2,4.2687,0
0.49612,-4.2,4.273,0
0.49612,-4.2,4.2773,0
0.49612,-4.2,4.2816,0
0.49612,-4.2,4.2859,0
0.49611,-4.2,4.2903,0
0.49611,-4.2,4.2946,0
0.49611,-4.2,4.2989,0
0.49611,-4.2,4.3032,0
0.49611,-4.2,4.3075,0
